DEBUG flower 2021-04-10 17:57:48,418 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 17:57:51,106 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 17:57:51,108 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 17:57:51,108 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 17:57:51,108 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:53,030 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,030 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 17:57:53,030 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 17:57:53,031 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:53,214 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,215 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 17:57:53,232 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 17:57:53,232 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 17:57:58,202 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 17:57:58,205 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 17:57:58,206 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:58,275 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:58,275 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 17:57:58,275 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 17:58:03,481 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 17:58:03,482 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:03,504 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:03,504 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 17:58:03,504 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 17:58:08,192 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 17:58:08,193 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:08,215 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:08,216 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 17:58:08,216 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 17:58:12,699 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 17:58:12,700 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:12,722 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:12,722 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 17:58:12,722 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 17:58:17,182 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 17:58:17,183 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:17,205 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:17,205 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 17:58:17,205 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 17:58:21,481 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 17:58:21,481 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:21,502 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:21,503 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 17:58:21,503 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-10 17:58:25,697 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 17:58:25,697 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:25,718 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:25,718 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 17:58:25,718 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-10 17:58:29,878 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 17:58:29,879 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:29,912 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:29,912 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 17:58:29,912 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-10 17:58:34,178 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 17:58:34,178 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:34,200 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:34,201 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 17:58:34,201 | numpy_client.py:260 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-10 17:58:38,195 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-10 17:58:38,195 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:38,215 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:38,215 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 17:58:38,216 | numpy_client.py:260 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-10 17:58:38,216 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 17:58:38,216 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:59:12,481 | app.py:68 | Received server message. Handling...
