DEBUG flower 2021-04-10 17:57:48,940 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 17:57:51,622 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 17:57:51,623 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 17:57:51,623 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:51,624 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 17:57:53,364 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,364 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 17:57:53,364 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 17:57:53,365 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:53,527 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,528 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 17:57:53,541 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 17:57:53,541 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 17:57:54,025 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 17:57:54,029 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 17:57:54,029 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:01,489 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:01,489 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 17:58:01,489 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 17:58:01,905 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 17:58:01,905 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:01,927 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:01,928 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 17:58:01,928 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 17:58:02,321 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 17:58:02,321 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:02,342 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:02,342 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 17:58:02,342 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 17:58:02,803 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 17:58:02,804 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:58:02,833 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:58:02,833 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 17:58:02,833 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 17:58:03,225 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
