round,loss,accuracy,time
0,78.91661620140076,0.094,0
1,125.57780265808105,0.321,118.5222177579999
2,129.67848920822144,0.341,230.2072944380343
3,240.1439085006714,0.281,342.10536757297814
4,235.04499435424805,0.367,453.63060911744833
5,236.22752475738525,0.349,564.8277952577919
6,235.031635761261,0.371,675.0198653228581
7,236.99561262130737,0.385,785.7201844193041
8,238.22038507461548,0.379,897.2109622973949
9,238.98692560195923,0.393,1008.0161817204207
10,239.80686140060425,0.386,1118.0182377304882
11,239.76875591278076,0.34,1227.2288855593652
12,233.5606508255005,0.384,1337.3217131830752
13,240.86527729034424,0.357,1447.6177386734635
14,240.97184133529663,0.382,1557.8228880632669
15,250.17254543304443,0.32,1668.5279464591295
16,243.9579257965088,0.341,1778.7234282922
17,238.32680988311768,0.352,1888.3187500163913
18,235.29166078567505,0.363,1997.8187635615468
19,243.65476608276367,0.356,2108.720303880051
20,244.7781162261963,0.342,2218.7217774651945
21,237.53291940689087,0.382,2328.8202816527337
22,243.6193618774414,0.337,2438.9043944682926
23,244.0846061706543,0.351,2549.0074839722365
24,239.22189044952393,0.348,2659.4047589600086
25,235.68954420089722,0.378,2770.7187389060855
26,240.29601335525513,0.388,2881.724644046277
27,238.87805891036987,0.39,2991.62760390155
28,249.85592699050903,0.31,3101.033045971766
29,250.9118103981018,0.328,3210.7045830581337
30,250.64530086517334,0.38,3320.1161526180804
31,247.58031558990479,0.39,3430.9093954637647
32,247.5433292388916,0.326,3540.8066108431667
33,249.6300868988037,0.34,3652.217088731006
34,246.22250032424927,0.356,3762.9307518247515
35,241.9162678718567,0.373,3874.5119527000934
36,245.77836227416992,0.374,3986.1039884872735
37,248.58368396759033,0.383,4097.199899371713
38,249.14502573013306,0.39,4208.1078843437135
39,245.3466625213623,0.356,4318.43157607317
40,245.37679958343506,0.374,4429.026877203956
41,241.92246389389038,0.343,4539.510291587561
42,239.6708207130432,0.376,4649.602593118325
43,240.5452094078064,0.385,4760.806813463569
44,249.68541383743286,0.373,4870.822533296421
45,247.47119617462158,0.385,4981.915434252471
46,243.3074927330017,0.347,5094.424340734258
47,248.43887567520142,0.363,5205.321829866618
48,242.63854503631592,0.374,5315.819100020453
49,245.93248558044434,0.384,5426.604914268479
50,246.82695817947388,0.393,5535.023617232218
