round,loss,accuracy,time
0,80.55159425735474,0.104,0
1,127.79796433448792,0.284,111.07889711111784
2,133.81568717956543,0.284,220.29000568762422
3,136.96534848213196,0.348,328.30727274157107
4,149.82846522331238,0.3,437.49190800078213
5,148.72214126586914,0.324,545.9766504410654
6,147.08124113082886,0.343,654.270056841895
7,148.28264546394348,0.337,762.4733625985682
8,150.30388140678406,0.346,871.0973510649055
9,150.52653074264526,0.355,979.4932120628655
10,151.4139220714569,0.348,1088.791573729366
11,152.39915132522583,0.347,1196.9714501537383
12,152.23657417297363,0.348,1305.2000881377608
13,153.15888500213623,0.35,1412.3785510268062
14,153.85369658470154,0.351,1518.695189382881
15,153.89454746246338,0.352,1624.3772439267486
16,154.09623169898987,0.353,1730.2920141927898
17,154.74094915390015,0.349,1835.976250918582
18,155.24198460578918,0.348,1942.297741882503
19,155.69745659828186,0.348,2047.6804887391627
20,155.87040972709656,0.35,2153.4799643978477
21,156.37726855278015,0.346,2259.988656014204
22,156.60652351379395,0.348,2366.3723959587514
23,157.1078016757965,0.348,2472.189190099016
24,157.38203597068787,0.347,2578.2851635292172
25,157.62171363830566,0.35,2683.979085246101
26,158.11978220939636,0.347,2789.5819809399545
27,158.2291440963745,0.349,2895.8878419641405
28,158.42406630516052,0.347,3001.292204424739
29,158.93497514724731,0.345,3107.285187387839
30,159.14569354057312,0.342,3213.494350211695
31,159.21251368522644,0.347,3320.105470811948
32,159.39983415603638,0.351,3426.1891065407544
33,159.52840304374695,0.347,3532.1894588321447
34,159.41780805587769,0.349,3638.1964257787913
35,159.71642422676086,0.348,3744.188050435856
36,159.88248562812805,0.349,3850.0061034969985
37,160.14429712295532,0.348,3955.9773267973214
38,160.364586353302,0.35,4062.0048019737005
39,160.1232349872589,0.353,4168.290199512616
40,160.39946365356445,0.352,4274.577703062445
41,160.41200304031372,0.354,4380.491945389658
42,160.72851848602295,0.35,4487.589648520574
43,160.86002111434937,0.351,4593.905463999137
44,161.03551530838013,0.35,4700.076895374805
45,161.27372193336487,0.348,4806.196931168437
46,161.45617580413818,0.349,4912.4799600001425
47,161.72235989570618,0.348,5018.372266111895
48,161.80561518669128,0.35,5125.281199527904
49,161.98014163970947,0.35,5231.181730972603
50,161.91360187530518,0.35,5338.071859277785
