round,loss,accuracy,time
0,77.82908225059509,0.116,0
1,125.21474719047546,0.302,112.49620567075908
2,129.52786660194397,0.325,222.72264397516847
3,135.5864715576172,0.297,336.58955976739526
4,140.18771815299988,0.328,449.8849973343313
5,140.45369577407837,0.285,565.1036878284067
6,144.70531487464905,0.314,677.2113331723958
7,125.52771067619324,0.308,788.4030121508986
8,133.7914755344391,0.329,901.2087419796735
9,138.15307140350342,0.317,1011.9081399105489
10,139.21510434150696,0.364,1121.5023736059666
11,141.53959941864014,0.358,1232.016624264419
12,143.97677755355835,0.365,1345.1905294209719
13,146.42903232574463,0.361,1455.8022473491728
14,146.3239028453827,0.371,1568.2045469544828
15,147.5432527065277,0.364,1680.988060709089
16,147.30481028556824,0.364,1793.1170522812754
17,148.04678297042847,0.374,1903.8897125385702
18,149.04142475128174,0.368,2015.7049008235335
19,149.76252150535583,0.371,2127.908078460023
20,149.84759330749512,0.37,2239.318869566545
21,128.51381945610046,0.288,2350.6980072446167
22,133.14418029785156,0.308,2462.707974134013
23,134.2504801750183,0.338,2575.387936450541
24,139.83547377586365,0.355,2687.103720733896
25,142.7702488899231,0.348,2799.4161488451064
26,143.3548412322998,0.367,2912.906374104321
27,143.41359066963196,0.369,3024.7814781386405
28,144.2459316253662,0.364,3136.8046251218766
29,145.78691363334656,0.363,3247.794459261
30,146.93660974502563,0.361,3360.395099805668
31,147.1145691871643,0.366,3473.0905953068286
32,147.43976545333862,0.364,3587.1924360729754
33,148.9876081943512,0.361,3699.290088493377
34,149.64202523231506,0.361,3812.9226597007364
35,150.30383729934692,0.36,3925.404836371541
36,149.9494833946228,0.363,4038.896764246747
37,150.5567524433136,0.359,4151.7036884352565
38,151.10021448135376,0.363,4265.912788590416
39,151.50281929969788,0.358,4379.200810693204
40,152.2058699131012,0.361,4492.194840369746
41,152.39601707458496,0.359,4604.197460034862
42,152.5893635749817,0.359,4717.6003583706915
43,153.07416439056396,0.358,4829.4879323244095
44,155.27668809890747,0.358,4943.814013650641
45,153.72374892234802,0.36,5057.013595459983
46,153.72476482391357,0.361,5170.488196540624
47,154.03859901428223,0.363,5281.69482297264
48,154.3628866672516,0.362,5395.387476917356
49,155.0268886089325,0.364,5506.197468744591
50,155.05595302581787,0.366,5617.190412532538
