DEBUG flower 2021-04-08 12:10:10,547 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-08 12:10:10,549 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-08 12:10:10,549 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-08 12:10:10,575 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-08 12:10:18,373 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-08 12:10:18,373 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:10:18,473 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-08 12:10:18,489 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-08 12:10:18,489 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-08 12:10:22,618 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-08 12:10:22,624 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-08 12:10:22,672 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-08 12:10:22,672 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-08 12:10:26,736 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-08 12:10:32,692 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-08 12:10:32,693 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-08 12:10:36,640 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-08 12:10:36,665 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-08 12:10:36,665 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-08 12:10:40,817 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-08 12:10:48,004 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-08 12:10:48,004 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-08 12:10:51,847 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-08 12:10:51,892 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-08 12:10:51,892 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-08 12:10:51,893 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:10:51,907 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-08 12:10:51,913 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-08 12:10:51,913 | numpy_client.py:260 | cached_clock: 1, curr_clock: 5
INFO flower 2021-04-08 12:10:55,916 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-08 12:11:02,049 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-08 12:11:02,049 | numpy_client.py:260 | cached_clock: 1, curr_clock: 6
INFO flower 2021-04-08 12:11:06,037 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-08 12:11:06,060 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-08 12:11:06,061 | numpy_client.py:260 | cached_clock: 1, curr_clock: 7
INFO flower 2021-04-08 12:11:06,061 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:11:06,077 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-08 12:11:06,083 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-08 12:11:06,083 | numpy_client.py:260 | cached_clock: 2, curr_clock: 7
INFO flower 2021-04-08 12:11:10,123 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-08 12:11:15,456 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-08 12:11:15,457 | numpy_client.py:260 | cached_clock: 2, curr_clock: 8
INFO flower 2021-04-08 12:11:15,457 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:11:15,478 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-08 12:11:15,484 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-08 12:11:15,484 | numpy_client.py:260 | cached_clock: 3, curr_clock: 8
INFO flower 2021-04-08 12:11:19,441 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-08 12:11:28,315 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-08 12:11:28,315 | numpy_client.py:260 | cached_clock: 3, curr_clock: 9
INFO flower 2021-04-08 12:11:28,315 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:11:28,413 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-08 12:11:28,420 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-08 12:11:28,420 | numpy_client.py:260 | cached_clock: 4, curr_clock: 9
INFO flower 2021-04-08 12:11:32,324 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-08 12:11:32,364 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-08 12:11:32,364 | numpy_client.py:260 | cached_clock: 4, curr_clock: 10
INFO flower 2021-04-08 12:11:32,364 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:11:33,141 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-08 12:11:33,149 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-08 12:11:33,149 | numpy_client.py:260 | cached_clock: 5, curr_clock: 10
INFO flower 2021-04-08 12:11:37,035 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=10)
DEBUG flower 2021-04-08 12:11:42,360 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-08 12:11:42,360 | numpy_client.py:260 | cached_clock: 5, curr_clock: 11
INFO flower 2021-04-08 12:11:42,361 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:11:47,032 | numpy_client.py:228 | read: ReadRes(clock=6)
DEBUG flower 2021-04-08 12:11:47,040 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-08 12:11:47,040 | numpy_client.py:260 | cached_clock: 6, curr_clock: 11
INFO flower 2021-04-08 12:11:51,035 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=11)
DEBUG flower 2021-04-08 12:11:55,799 | numpy_client.py:172 | fit, FitIns(clock=12)
DEBUG flower 2021-04-08 12:11:55,799 | numpy_client.py:260 | cached_clock: 6, curr_clock: 12
INFO flower 2021-04-08 12:11:55,800 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:12:00,117 | numpy_client.py:228 | read: ReadRes(clock=7)
DEBUG flower 2021-04-08 12:12:00,129 | numpy_client.py:172 | fit, FitIns(clock=12)
DEBUG flower 2021-04-08 12:12:00,129 | numpy_client.py:260 | cached_clock: 7, curr_clock: 12
INFO flower 2021-04-08 12:12:04,139 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=12)
DEBUG flower 2021-04-08 12:12:09,201 | numpy_client.py:172 | fit, FitIns(clock=13)
DEBUG flower 2021-04-08 12:12:09,201 | numpy_client.py:260 | cached_clock: 7, curr_clock: 13
INFO flower 2021-04-08 12:12:09,202 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:12:13,440 | numpy_client.py:228 | read: ReadRes(clock=8)
DEBUG flower 2021-04-08 12:12:13,453 | numpy_client.py:172 | fit, FitIns(clock=13)
DEBUG flower 2021-04-08 12:12:13,453 | numpy_client.py:260 | cached_clock: 8, curr_clock: 13
INFO flower 2021-04-08 12:12:17,340 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=13)
DEBUG flower 2021-04-08 12:12:22,410 | numpy_client.py:172 | fit, FitIns(clock=14)
DEBUG flower 2021-04-08 12:12:22,411 | numpy_client.py:260 | cached_clock: 8, curr_clock: 14
INFO flower 2021-04-08 12:12:22,411 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:12:26,828 | numpy_client.py:228 | read: ReadRes(clock=9)
DEBUG flower 2021-04-08 12:12:26,836 | numpy_client.py:172 | fit, FitIns(clock=14)
DEBUG flower 2021-04-08 12:12:26,836 | numpy_client.py:260 | cached_clock: 9, curr_clock: 14
INFO flower 2021-04-08 12:12:30,812 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=14)
DEBUG flower 2021-04-08 12:12:35,618 | numpy_client.py:172 | fit, FitIns(clock=15)
DEBUG flower 2021-04-08 12:12:35,619 | numpy_client.py:260 | cached_clock: 9, curr_clock: 15
INFO flower 2021-04-08 12:12:35,619 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:12:39,945 | numpy_client.py:228 | read: ReadRes(clock=10)
DEBUG flower 2021-04-08 12:12:39,953 | numpy_client.py:172 | fit, FitIns(clock=15)
DEBUG flower 2021-04-08 12:12:39,953 | numpy_client.py:260 | cached_clock: 10, curr_clock: 15
INFO flower 2021-04-08 12:12:43,918 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=15)
DEBUG flower 2021-04-08 12:12:48,942 | numpy_client.py:172 | fit, FitIns(clock=16)
DEBUG flower 2021-04-08 12:12:48,942 | numpy_client.py:260 | cached_clock: 10, curr_clock: 16
INFO flower 2021-04-08 12:12:48,942 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:12:53,312 | numpy_client.py:228 | read: ReadRes(clock=11)
DEBUG flower 2021-04-08 12:12:53,320 | numpy_client.py:172 | fit, FitIns(clock=16)
DEBUG flower 2021-04-08 12:12:53,320 | numpy_client.py:260 | cached_clock: 11, curr_clock: 16
INFO flower 2021-04-08 12:12:57,421 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=16)
DEBUG flower 2021-04-08 12:13:02,390 | numpy_client.py:172 | fit, FitIns(clock=17)
DEBUG flower 2021-04-08 12:13:02,391 | numpy_client.py:260 | cached_clock: 11, curr_clock: 17
INFO flower 2021-04-08 12:13:02,391 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:13:06,894 | numpy_client.py:228 | read: ReadRes(clock=12)
DEBUG flower 2021-04-08 12:13:06,901 | numpy_client.py:172 | fit, FitIns(clock=17)
DEBUG flower 2021-04-08 12:13:06,901 | numpy_client.py:260 | cached_clock: 12, curr_clock: 17
INFO flower 2021-04-08 12:13:10,821 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=17)
DEBUG flower 2021-04-08 12:13:16,500 | numpy_client.py:172 | fit, FitIns(clock=18)
DEBUG flower 2021-04-08 12:13:16,500 | numpy_client.py:260 | cached_clock: 12, curr_clock: 18
INFO flower 2021-04-08 12:13:16,500 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:13:21,038 | numpy_client.py:228 | read: ReadRes(clock=13)
DEBUG flower 2021-04-08 12:13:21,045 | numpy_client.py:172 | fit, FitIns(clock=18)
DEBUG flower 2021-04-08 12:13:21,045 | numpy_client.py:260 | cached_clock: 13, curr_clock: 18
INFO flower 2021-04-08 12:13:24,911 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=18)
DEBUG flower 2021-04-08 12:13:30,299 | numpy_client.py:172 | fit, FitIns(clock=19)
DEBUG flower 2021-04-08 12:13:30,299 | numpy_client.py:260 | cached_clock: 13, curr_clock: 19
INFO flower 2021-04-08 12:13:30,299 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:13:34,611 | numpy_client.py:228 | read: ReadRes(clock=14)
DEBUG flower 2021-04-08 12:13:34,618 | numpy_client.py:172 | fit, FitIns(clock=19)
DEBUG flower 2021-04-08 12:13:34,618 | numpy_client.py:260 | cached_clock: 14, curr_clock: 19
INFO flower 2021-04-08 12:13:38,717 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=19)
DEBUG flower 2021-04-08 12:13:43,801 | numpy_client.py:172 | fit, FitIns(clock=20)
DEBUG flower 2021-04-08 12:13:43,802 | numpy_client.py:260 | cached_clock: 14, curr_clock: 20
INFO flower 2021-04-08 12:13:43,802 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:13:48,038 | numpy_client.py:228 | read: ReadRes(clock=15)
DEBUG flower 2021-04-08 12:13:48,046 | numpy_client.py:172 | fit, FitIns(clock=20)
DEBUG flower 2021-04-08 12:13:48,046 | numpy_client.py:260 | cached_clock: 15, curr_clock: 20
INFO flower 2021-04-08 12:13:51,937 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=20)
DEBUG flower 2021-04-08 12:13:57,228 | numpy_client.py:172 | fit, FitIns(clock=21)
DEBUG flower 2021-04-08 12:13:57,228 | numpy_client.py:260 | cached_clock: 15, curr_clock: 21
INFO flower 2021-04-08 12:13:57,229 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:14:01,623 | numpy_client.py:228 | read: ReadRes(clock=16)
DEBUG flower 2021-04-08 12:14:01,630 | numpy_client.py:172 | fit, FitIns(clock=21)
DEBUG flower 2021-04-08 12:14:01,630 | numpy_client.py:260 | cached_clock: 16, curr_clock: 21
INFO flower 2021-04-08 12:14:05,531 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=21)
DEBUG flower 2021-04-08 12:14:10,881 | numpy_client.py:172 | fit, FitIns(clock=22)
DEBUG flower 2021-04-08 12:14:10,881 | numpy_client.py:260 | cached_clock: 16, curr_clock: 22
INFO flower 2021-04-08 12:14:10,881 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-08 12:14:15,526 | numpy_client.py:228 | read: ReadRes(clock=17)
DEBUG flower 2021-04-08 12:14:15,534 | numpy_client.py:172 | fit, FitIns(clock=22)
