DEBUG flower 2021-04-06 06:30:44,164 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-06 06:30:44,166 | connection.py:36 | ChannelConnectivity.CONNECTING
INFO flower 2021-04-06 06:30:44,166 | app.py:61 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-06 06:30:44,167 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-06 06:31:03,032 | numpy_client.py:167 | fit, FitIns(clock=0)
INFO flower 2021-04-06 06:31:03,033 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 06:31:05,626 | numpy_client.py:215 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-06 06:31:05,676 | numpy_client.py:167 | fit, FitIns(clock=0)
DEBUG flower 2021-04-06 06:31:05,676 | numpy_client.py:242 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-06 06:31:27,102 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-06 06:31:28,581 | numpy_client.py:167 | fit, FitIns(clock=1)
DEBUG flower 2021-04-06 06:31:28,581 | numpy_client.py:242 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-06 06:31:28,582 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 06:32:47,561 | numpy_client.py:215 | read: ReadRes(clock=0)
DEBUG flower 2021-04-06 06:32:47,604 | numpy_client.py:167 | fit, FitIns(clock=1)
DEBUG flower 2021-04-06 06:32:47,605 | numpy_client.py:242 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-06 06:33:07,881 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-06 06:33:09,054 | numpy_client.py:167 | fit, FitIns(clock=2)
DEBUG flower 2021-04-06 06:33:09,054 | numpy_client.py:242 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-06 06:33:09,054 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 06:34:39,154 | numpy_client.py:215 | read: ReadRes(clock=1)
DEBUG flower 2021-04-06 06:34:39,198 | numpy_client.py:167 | fit, FitIns(clock=2)
DEBUG flower 2021-04-06 06:34:39,198 | numpy_client.py:242 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-06 06:34:58,801 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-06 06:35:00,073 | numpy_client.py:167 | fit, FitIns(clock=3)
DEBUG flower 2021-04-06 06:35:00,073 | numpy_client.py:242 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-06 06:35:00,073 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 06:36:30,169 | numpy_client.py:215 | read: ReadRes(clock=2)
DEBUG flower 2021-04-06 06:36:30,211 | numpy_client.py:167 | fit, FitIns(clock=3)
DEBUG flower 2021-04-06 06:36:30,211 | numpy_client.py:242 | cached_clock: 2, curr_clock: 3
INFO flower 2021-04-06 06:36:49,955 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-06 06:36:51,183 | numpy_client.py:167 | fit, FitIns(clock=4)
DEBUG flower 2021-04-06 06:36:51,183 | numpy_client.py:242 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-06 06:36:51,183 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 06:38:22,768 | numpy_client.py:215 | read: ReadRes(clock=3)
