DEBUG flower 2021-04-10 21:05:06,738 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 21:05:09,429 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 21:05:09,431 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 21:05:09,432 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:09,432 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,822 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,823 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,823 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,823 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:19,000 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:19,000 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:19,017 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:19,017 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:20,011 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:20,011 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:20,014 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 21:05:20,014 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:20,036 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:20,036 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:05:20,036 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:05:21,017 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:21,021 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 21:05:21,021 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:21,052 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:21,052 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:05:21,053 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:05:22,014 | numpy_client.py:201 | Not a switch point
