DEBUG flower 2021-04-10 21:05:14,636 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 21:05:17,315 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 21:05:17,317 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 21:05:17,317 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:17,317 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,789 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,790 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,791 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,791 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,985 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,986 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:19,001 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:19,001 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:19,421 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:19,421 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:19,424 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 21:05:19,424 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:19,512 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:19,513 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:05:19,513 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:05:19,907 | numpy_client.py:201 | Not a switch point
