round,loss,accuracy,time
0,1000,0.04678175066486352,0
0,1000,0.03551019250612253,50
0,1000,0.06508581245934318,100
0,1000,0.07961577187222782,150
0,1000,0.07896335560069787,200
0,1000,0.11579896833410325,250
0,1000,0.11075264107615027,300
0,1000,0.1290327209192566,350
0,1000,0.12379214998168324,400
0,1000,0.13733280634822823,450
0,1000,0.1442777254177606,500
0,1000,0.1345790238365704,550
0,1000,0.16396216922643903,600
0,1000,0.16777656429163798,650
0,1000,0.14781063040761847,700
0,1000,0.1677306004984105,750
0,1000,0.170146109119498,800
0,1000,0.19559378624645962,800
0,1000,0.22188866750651734,850
0,1000,0.17724973667072935,900
0,1000,0.1998464936190971,950
0,1000,0.21240618360260483,1000
0,1000,0.22825013417760392,1050
0,1000,0.2280368139003821,1100
0,1000,0.21979194391424636,1150
0,1000,0.22714258537363075,1200
0,1000,0.21543532196571893,1250
0,1000,0.25486901078512425,1300
0,1000,0.2587199780225534,1350
0,1000,0.240931797369326,1400
0,1000,0.2407881112231338,1450
0,1000,0.271027109087313,1500
0,1000,0.26830218891530455,1550
0,1000,0.277433594635802,1600
0,1000,0.2607319503559524,1650
0,1000,0.26726370502100527,1700
0,1000,0.2812211669144285,1750
0,1000,0.3067299433383718,1800
0,1000,0.2966324818286756,1850
0,1000,0.282220523530915,1900
0,1000,0.2810982249924624,1950
0,1000,0.2742488034055599,2000
0,1000,0.26541042648839624,2050
0,1000,0.27636542020119514,2100
0,1000,0.2761737118709148,2150
0,1000,0.2811107455223976,2200
0,1000,0.3220304203028304,2250
0,1000,0.3089861414675133,2300
0,1000,0.3022762041554269,2300
0,1000,0.3092881075037475,2350
0,1000,0.3204433823343691,2400
0,1000,0.2906812664524336,2450
0,1000,0.3113236210925386,2500
0,1000,0.3115631005494324,2550
0,1000,0.3121963768712974,2600
0,1000,0.28032586002014087,2650
0,1000,0.3292250226057644,2700
0,1000,0.2950727885659077,2750
0,1000,0.3214044847328611,2800
0,1000,0.3109244957764056,2850
0,1000,0.2902538482351689,2900
0,1000,0.284719194468214,2950
