DEBUG flower 2021-04-06 11:22:28,122 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-06 11:22:28,124 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-06 11:22:28,124 | app.py:61 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-06 11:22:45,121 | numpy_client.py:167 | fit, FitIns(clock=0)
INFO flower 2021-04-06 11:22:45,121 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:22:50,159 | numpy_client.py:215 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-06 11:22:50,211 | numpy_client.py:167 | fit, FitIns(clock=0)
DEBUG flower 2021-04-06 11:22:50,212 | numpy_client.py:242 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-06 11:23:04,965 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-06 11:23:06,227 | numpy_client.py:167 | fit, FitIns(clock=1)
DEBUG flower 2021-04-06 11:23:06,228 | numpy_client.py:242 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-06 11:23:19,964 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-06 11:23:21,256 | numpy_client.py:167 | fit, FitIns(clock=2)
DEBUG flower 2021-04-06 11:23:21,256 | numpy_client.py:242 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-06 11:23:35,357 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-06 11:23:36,609 | numpy_client.py:167 | fit, FitIns(clock=3)
DEBUG flower 2021-04-06 11:23:36,609 | numpy_client.py:242 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-06 11:23:49,559 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-06 11:23:50,734 | numpy_client.py:167 | fit, FitIns(clock=4)
DEBUG flower 2021-04-06 11:23:50,734 | numpy_client.py:242 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-06 11:24:03,359 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-06 11:24:04,535 | numpy_client.py:167 | fit, FitIns(clock=5)
DEBUG flower 2021-04-06 11:24:04,535 | numpy_client.py:242 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-06 11:24:16,941 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-06 11:24:18,088 | numpy_client.py:167 | fit, FitIns(clock=6)
DEBUG flower 2021-04-06 11:24:18,088 | numpy_client.py:242 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-06 11:24:31,068 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-06 11:24:39,178 | numpy_client.py:167 | fit, FitIns(clock=7)
DEBUG flower 2021-04-06 11:24:39,178 | numpy_client.py:242 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-06 11:24:52,862 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-06 11:24:54,095 | numpy_client.py:167 | fit, FitIns(clock=8)
DEBUG flower 2021-04-06 11:24:54,095 | numpy_client.py:242 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-06 11:25:07,359 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-06 11:25:08,636 | numpy_client.py:167 | fit, FitIns(clock=9)
DEBUG flower 2021-04-06 11:25:08,636 | numpy_client.py:242 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-06 11:25:21,359 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-06 11:25:22,489 | numpy_client.py:167 | fit, FitIns(clock=10)
DEBUG flower 2021-04-06 11:25:22,490 | numpy_client.py:242 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-06 11:25:22,490 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:25:24,046 | numpy_client.py:215 | read: ReadRes(clock=0)
DEBUG flower 2021-04-06 11:25:24,085 | numpy_client.py:167 | fit, FitIns(clock=10)
DEBUG flower 2021-04-06 11:25:24,085 | numpy_client.py:242 | cached_clock: 0, curr_clock: 10
INFO flower 2021-04-06 11:25:37,727 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=10)
DEBUG flower 2021-04-06 11:25:38,917 | numpy_client.py:167 | fit, FitIns(clock=11)
DEBUG flower 2021-04-06 11:25:38,918 | numpy_client.py:242 | cached_clock: 0, curr_clock: 11
INFO flower 2021-04-06 11:25:38,918 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:26:14,668 | numpy_client.py:215 | read: ReadRes(clock=1)
DEBUG flower 2021-04-06 11:26:14,711 | numpy_client.py:167 | fit, FitIns(clock=11)
DEBUG flower 2021-04-06 11:26:14,711 | numpy_client.py:242 | cached_clock: 1, curr_clock: 11
INFO flower 2021-04-06 11:26:28,056 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=11)
DEBUG flower 2021-04-06 11:26:29,476 | numpy_client.py:167 | fit, FitIns(clock=12)
DEBUG flower 2021-04-06 11:26:29,476 | numpy_client.py:242 | cached_clock: 1, curr_clock: 12
INFO flower 2021-04-06 11:26:29,476 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:28:03,010 | numpy_client.py:215 | read: ReadRes(clock=2)
DEBUG flower 2021-04-06 11:28:03,051 | numpy_client.py:167 | fit, FitIns(clock=12)
DEBUG flower 2021-04-06 11:28:03,051 | numpy_client.py:242 | cached_clock: 2, curr_clock: 12
INFO flower 2021-04-06 11:28:16,560 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=12)
DEBUG flower 2021-04-06 11:28:17,848 | numpy_client.py:167 | fit, FitIns(clock=13)
DEBUG flower 2021-04-06 11:28:17,849 | numpy_client.py:242 | cached_clock: 2, curr_clock: 13
INFO flower 2021-04-06 11:28:17,849 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:29:53,078 | numpy_client.py:215 | read: ReadRes(clock=3)
DEBUG flower 2021-04-06 11:29:53,120 | numpy_client.py:167 | fit, FitIns(clock=13)
DEBUG flower 2021-04-06 11:29:53,121 | numpy_client.py:242 | cached_clock: 3, curr_clock: 13
INFO flower 2021-04-06 11:30:06,559 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=13)
DEBUG flower 2021-04-06 11:30:08,087 | numpy_client.py:167 | fit, FitIns(clock=14)
DEBUG flower 2021-04-06 11:30:08,087 | numpy_client.py:242 | cached_clock: 3, curr_clock: 14
INFO flower 2021-04-06 11:30:08,087 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:31:41,558 | numpy_client.py:215 | read: ReadRes(clock=4)
DEBUG flower 2021-04-06 11:31:41,610 | numpy_client.py:167 | fit, FitIns(clock=14)
DEBUG flower 2021-04-06 11:31:41,610 | numpy_client.py:242 | cached_clock: 4, curr_clock: 14
INFO flower 2021-04-06 11:31:54,955 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=14)
DEBUG flower 2021-04-06 11:31:56,108 | numpy_client.py:167 | fit, FitIns(clock=15)
DEBUG flower 2021-04-06 11:31:56,108 | numpy_client.py:242 | cached_clock: 4, curr_clock: 15
INFO flower 2021-04-06 11:31:56,109 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:33:31,691 | numpy_client.py:215 | read: ReadRes(clock=5)
DEBUG flower 2021-04-06 11:33:31,732 | numpy_client.py:167 | fit, FitIns(clock=15)
DEBUG flower 2021-04-06 11:33:31,732 | numpy_client.py:242 | cached_clock: 5, curr_clock: 15
INFO flower 2021-04-06 11:33:44,923 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=15)
DEBUG flower 2021-04-06 11:33:46,996 | numpy_client.py:167 | fit, FitIns(clock=16)
DEBUG flower 2021-04-06 11:33:46,997 | numpy_client.py:242 | cached_clock: 5, curr_clock: 16
INFO flower 2021-04-06 11:33:46,997 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:35:21,513 | numpy_client.py:215 | read: ReadRes(clock=6)
DEBUG flower 2021-04-06 11:35:21,556 | numpy_client.py:167 | fit, FitIns(clock=16)
DEBUG flower 2021-04-06 11:35:21,556 | numpy_client.py:242 | cached_clock: 6, curr_clock: 16
INFO flower 2021-04-06 11:35:34,054 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=16)
DEBUG flower 2021-04-06 11:35:35,436 | numpy_client.py:167 | fit, FitIns(clock=17)
DEBUG flower 2021-04-06 11:35:35,437 | numpy_client.py:242 | cached_clock: 6, curr_clock: 17
INFO flower 2021-04-06 11:35:35,437 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:37:09,066 | numpy_client.py:215 | read: ReadRes(clock=7)
DEBUG flower 2021-04-06 11:37:09,109 | numpy_client.py:167 | fit, FitIns(clock=17)
DEBUG flower 2021-04-06 11:37:09,109 | numpy_client.py:242 | cached_clock: 7, curr_clock: 17
INFO flower 2021-04-06 11:37:23,253 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=17)
DEBUG flower 2021-04-06 11:37:25,141 | numpy_client.py:167 | fit, FitIns(clock=18)
DEBUG flower 2021-04-06 11:37:25,141 | numpy_client.py:242 | cached_clock: 7, curr_clock: 18
INFO flower 2021-04-06 11:37:25,141 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:38:58,542 | numpy_client.py:215 | read: ReadRes(clock=8)
DEBUG flower 2021-04-06 11:38:58,582 | numpy_client.py:167 | fit, FitIns(clock=18)
DEBUG flower 2021-04-06 11:38:58,582 | numpy_client.py:242 | cached_clock: 8, curr_clock: 18
INFO flower 2021-04-06 11:39:12,864 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=18)
DEBUG flower 2021-04-06 11:39:14,008 | numpy_client.py:167 | fit, FitIns(clock=19)
DEBUG flower 2021-04-06 11:39:14,009 | numpy_client.py:242 | cached_clock: 8, curr_clock: 19
INFO flower 2021-04-06 11:39:14,009 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:40:46,627 | numpy_client.py:215 | read: ReadRes(clock=9)
DEBUG flower 2021-04-06 11:40:46,668 | numpy_client.py:167 | fit, FitIns(clock=19)
DEBUG flower 2021-04-06 11:40:46,668 | numpy_client.py:242 | cached_clock: 9, curr_clock: 19
INFO flower 2021-04-06 11:41:00,457 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=19)
DEBUG flower 2021-04-06 11:41:03,076 | numpy_client.py:167 | fit, FitIns(clock=20)
DEBUG flower 2021-04-06 11:41:03,076 | numpy_client.py:242 | cached_clock: 9, curr_clock: 20
INFO flower 2021-04-06 11:41:03,076 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:42:36,698 | numpy_client.py:215 | read: ReadRes(clock=10)
DEBUG flower 2021-04-06 11:42:36,741 | numpy_client.py:167 | fit, FitIns(clock=20)
DEBUG flower 2021-04-06 11:42:36,741 | numpy_client.py:242 | cached_clock: 10, curr_clock: 20
INFO flower 2021-04-06 11:42:49,658 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=20)
DEBUG flower 2021-04-06 11:42:50,782 | numpy_client.py:167 | fit, FitIns(clock=21)
DEBUG flower 2021-04-06 11:42:50,782 | numpy_client.py:242 | cached_clock: 10, curr_clock: 21
INFO flower 2021-04-06 11:42:50,782 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:44:24,309 | numpy_client.py:215 | read: ReadRes(clock=11)
DEBUG flower 2021-04-06 11:44:24,354 | numpy_client.py:167 | fit, FitIns(clock=21)
DEBUG flower 2021-04-06 11:44:24,354 | numpy_client.py:242 | cached_clock: 11, curr_clock: 21
INFO flower 2021-04-06 11:44:38,161 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=21)
DEBUG flower 2021-04-06 11:44:39,358 | numpy_client.py:167 | fit, FitIns(clock=22)
DEBUG flower 2021-04-06 11:44:39,358 | numpy_client.py:242 | cached_clock: 11, curr_clock: 22
INFO flower 2021-04-06 11:44:39,358 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:46:14,574 | numpy_client.py:215 | read: ReadRes(clock=12)
DEBUG flower 2021-04-06 11:46:14,615 | numpy_client.py:167 | fit, FitIns(clock=22)
DEBUG flower 2021-04-06 11:46:14,615 | numpy_client.py:242 | cached_clock: 12, curr_clock: 22
INFO flower 2021-04-06 11:46:27,860 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=22)
DEBUG flower 2021-04-06 11:46:29,436 | numpy_client.py:167 | fit, FitIns(clock=23)
DEBUG flower 2021-04-06 11:46:29,436 | numpy_client.py:242 | cached_clock: 12, curr_clock: 23
INFO flower 2021-04-06 11:46:29,436 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:48:02,887 | numpy_client.py:215 | read: ReadRes(clock=13)
DEBUG flower 2021-04-06 11:48:02,933 | numpy_client.py:167 | fit, FitIns(clock=23)
DEBUG flower 2021-04-06 11:48:02,934 | numpy_client.py:242 | cached_clock: 13, curr_clock: 23
INFO flower 2021-04-06 11:48:16,343 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=23)
DEBUG flower 2021-04-06 11:48:17,513 | numpy_client.py:167 | fit, FitIns(clock=24)
DEBUG flower 2021-04-06 11:48:17,513 | numpy_client.py:242 | cached_clock: 13, curr_clock: 24
INFO flower 2021-04-06 11:48:17,513 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:49:53,784 | numpy_client.py:215 | read: ReadRes(clock=14)
DEBUG flower 2021-04-06 11:49:53,825 | numpy_client.py:167 | fit, FitIns(clock=24)
DEBUG flower 2021-04-06 11:49:53,826 | numpy_client.py:242 | cached_clock: 14, curr_clock: 24
INFO flower 2021-04-06 11:50:07,268 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=24)
DEBUG flower 2021-04-06 11:50:08,449 | numpy_client.py:167 | fit, FitIns(clock=25)
DEBUG flower 2021-04-06 11:50:08,449 | numpy_client.py:242 | cached_clock: 14, curr_clock: 25
INFO flower 2021-04-06 11:50:08,449 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:51:41,633 | numpy_client.py:215 | read: ReadRes(clock=15)
DEBUG flower 2021-04-06 11:51:41,674 | numpy_client.py:167 | fit, FitIns(clock=25)
DEBUG flower 2021-04-06 11:51:41,675 | numpy_client.py:242 | cached_clock: 15, curr_clock: 25
INFO flower 2021-04-06 11:51:54,435 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=25)
DEBUG flower 2021-04-06 11:51:56,611 | numpy_client.py:167 | fit, FitIns(clock=26)
DEBUG flower 2021-04-06 11:51:56,611 | numpy_client.py:242 | cached_clock: 15, curr_clock: 26
INFO flower 2021-04-06 11:51:56,611 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:53:34,167 | numpy_client.py:215 | read: ReadRes(clock=16)
DEBUG flower 2021-04-06 11:53:34,209 | numpy_client.py:167 | fit, FitIns(clock=26)
DEBUG flower 2021-04-06 11:53:34,209 | numpy_client.py:242 | cached_clock: 16, curr_clock: 26
INFO flower 2021-04-06 11:53:47,260 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=26)
DEBUG flower 2021-04-06 11:53:48,656 | numpy_client.py:167 | fit, FitIns(clock=27)
DEBUG flower 2021-04-06 11:53:48,656 | numpy_client.py:242 | cached_clock: 16, curr_clock: 27
INFO flower 2021-04-06 11:53:48,656 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:55:23,587 | numpy_client.py:215 | read: ReadRes(clock=17)
DEBUG flower 2021-04-06 11:55:23,628 | numpy_client.py:167 | fit, FitIns(clock=27)
DEBUG flower 2021-04-06 11:55:23,629 | numpy_client.py:242 | cached_clock: 17, curr_clock: 27
INFO flower 2021-04-06 11:55:36,657 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=27)
DEBUG flower 2021-04-06 11:55:37,856 | numpy_client.py:167 | fit, FitIns(clock=28)
DEBUG flower 2021-04-06 11:55:37,857 | numpy_client.py:242 | cached_clock: 17, curr_clock: 28
INFO flower 2021-04-06 11:55:37,857 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:57:15,149 | numpy_client.py:215 | read: ReadRes(clock=18)
DEBUG flower 2021-04-06 11:57:15,189 | numpy_client.py:167 | fit, FitIns(clock=28)
DEBUG flower 2021-04-06 11:57:15,189 | numpy_client.py:242 | cached_clock: 18, curr_clock: 28
INFO flower 2021-04-06 11:57:28,363 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=28)
DEBUG flower 2021-04-06 11:57:29,540 | numpy_client.py:167 | fit, FitIns(clock=29)
DEBUG flower 2021-04-06 11:57:29,540 | numpy_client.py:242 | cached_clock: 18, curr_clock: 29
INFO flower 2021-04-06 11:57:29,540 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:59:02,997 | numpy_client.py:215 | read: ReadRes(clock=19)
DEBUG flower 2021-04-06 11:59:03,037 | numpy_client.py:167 | fit, FitIns(clock=29)
DEBUG flower 2021-04-06 11:59:03,037 | numpy_client.py:242 | cached_clock: 19, curr_clock: 29
INFO flower 2021-04-06 11:59:16,069 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=29)
DEBUG flower 2021-04-06 11:59:17,208 | numpy_client.py:167 | fit, FitIns(clock=30)
DEBUG flower 2021-04-06 11:59:17,208 | numpy_client.py:242 | cached_clock: 19, curr_clock: 30
INFO flower 2021-04-06 11:59:17,209 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:00:54,640 | numpy_client.py:215 | read: ReadRes(clock=20)
DEBUG flower 2021-04-06 12:00:54,681 | numpy_client.py:167 | fit, FitIns(clock=30)
DEBUG flower 2021-04-06 12:00:54,681 | numpy_client.py:242 | cached_clock: 20, curr_clock: 30
INFO flower 2021-04-06 12:01:07,651 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=30)
DEBUG flower 2021-04-06 12:01:08,843 | numpy_client.py:167 | fit, FitIns(clock=31)
DEBUG flower 2021-04-06 12:01:08,843 | numpy_client.py:242 | cached_clock: 20, curr_clock: 31
INFO flower 2021-04-06 12:01:08,843 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:02:44,774 | numpy_client.py:215 | read: ReadRes(clock=21)
DEBUG flower 2021-04-06 12:02:44,815 | numpy_client.py:167 | fit, FitIns(clock=31)
DEBUG flower 2021-04-06 12:02:44,816 | numpy_client.py:242 | cached_clock: 21, curr_clock: 31
INFO flower 2021-04-06 12:02:58,862 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=31)
DEBUG flower 2021-04-06 12:03:00,014 | numpy_client.py:167 | fit, FitIns(clock=32)
DEBUG flower 2021-04-06 12:03:00,014 | numpy_client.py:242 | cached_clock: 21, curr_clock: 32
INFO flower 2021-04-06 12:03:00,014 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:04:34,263 | numpy_client.py:215 | read: ReadRes(clock=22)
DEBUG flower 2021-04-06 12:04:34,307 | numpy_client.py:167 | fit, FitIns(clock=32)
DEBUG flower 2021-04-06 12:04:34,307 | numpy_client.py:242 | cached_clock: 22, curr_clock: 32
INFO flower 2021-04-06 12:04:46,867 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=32)
DEBUG flower 2021-04-06 12:04:48,215 | numpy_client.py:167 | fit, FitIns(clock=33)
DEBUG flower 2021-04-06 12:04:48,215 | numpy_client.py:242 | cached_clock: 22, curr_clock: 33
INFO flower 2021-04-06 12:04:48,215 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:06:25,700 | numpy_client.py:215 | read: ReadRes(clock=23)
DEBUG flower 2021-04-06 12:06:25,740 | numpy_client.py:167 | fit, FitIns(clock=33)
DEBUG flower 2021-04-06 12:06:25,740 | numpy_client.py:242 | cached_clock: 23, curr_clock: 33
INFO flower 2021-04-06 12:06:39,157 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=33)
DEBUG flower 2021-04-06 12:06:40,293 | numpy_client.py:167 | fit, FitIns(clock=34)
DEBUG flower 2021-04-06 12:06:40,293 | numpy_client.py:242 | cached_clock: 23, curr_clock: 34
INFO flower 2021-04-06 12:06:40,293 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:08:15,805 | numpy_client.py:215 | read: ReadRes(clock=24)
DEBUG flower 2021-04-06 12:08:15,846 | numpy_client.py:167 | fit, FitIns(clock=34)
DEBUG flower 2021-04-06 12:08:15,846 | numpy_client.py:242 | cached_clock: 24, curr_clock: 34
INFO flower 2021-04-06 12:08:29,567 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=34)
DEBUG flower 2021-04-06 12:08:30,730 | numpy_client.py:167 | fit, FitIns(clock=35)
DEBUG flower 2021-04-06 12:08:30,730 | numpy_client.py:242 | cached_clock: 24, curr_clock: 35
INFO flower 2021-04-06 12:08:30,731 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:10:05,139 | numpy_client.py:215 | read: ReadRes(clock=25)
DEBUG flower 2021-04-06 12:10:05,179 | numpy_client.py:167 | fit, FitIns(clock=35)
DEBUG flower 2021-04-06 12:10:05,180 | numpy_client.py:242 | cached_clock: 25, curr_clock: 35
INFO flower 2021-04-06 12:10:17,965 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=35)
DEBUG flower 2021-04-06 12:10:19,165 | numpy_client.py:167 | fit, FitIns(clock=36)
DEBUG flower 2021-04-06 12:10:19,165 | numpy_client.py:242 | cached_clock: 25, curr_clock: 36
INFO flower 2021-04-06 12:10:19,165 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:11:56,434 | numpy_client.py:215 | read: ReadRes(clock=26)
DEBUG flower 2021-04-06 12:11:56,475 | numpy_client.py:167 | fit, FitIns(clock=36)
DEBUG flower 2021-04-06 12:11:56,475 | numpy_client.py:242 | cached_clock: 26, curr_clock: 36
INFO flower 2021-04-06 12:12:10,063 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=36)
DEBUG flower 2021-04-06 12:12:12,016 | numpy_client.py:167 | fit, FitIns(clock=37)
DEBUG flower 2021-04-06 12:12:12,016 | numpy_client.py:242 | cached_clock: 26, curr_clock: 37
INFO flower 2021-04-06 12:12:12,016 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:13:47,136 | numpy_client.py:215 | read: ReadRes(clock=27)
DEBUG flower 2021-04-06 12:13:47,178 | numpy_client.py:167 | fit, FitIns(clock=37)
DEBUG flower 2021-04-06 12:13:47,178 | numpy_client.py:242 | cached_clock: 27, curr_clock: 37
INFO flower 2021-04-06 12:13:59,829 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=37)
DEBUG flower 2021-04-06 12:14:01,099 | numpy_client.py:167 | fit, FitIns(clock=38)
DEBUG flower 2021-04-06 12:14:01,099 | numpy_client.py:242 | cached_clock: 27, curr_clock: 38
INFO flower 2021-04-06 12:14:01,099 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:15:38,727 | numpy_client.py:215 | read: ReadRes(clock=28)
DEBUG flower 2021-04-06 12:15:38,767 | numpy_client.py:167 | fit, FitIns(clock=38)
DEBUG flower 2021-04-06 12:15:38,768 | numpy_client.py:242 | cached_clock: 28, curr_clock: 38
INFO flower 2021-04-06 12:15:51,266 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=38)
DEBUG flower 2021-04-06 12:15:52,484 | numpy_client.py:167 | fit, FitIns(clock=39)
DEBUG flower 2021-04-06 12:15:52,484 | numpy_client.py:242 | cached_clock: 28, curr_clock: 39
INFO flower 2021-04-06 12:15:52,484 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:17:29,270 | numpy_client.py:215 | read: ReadRes(clock=29)
DEBUG flower 2021-04-06 12:17:29,312 | numpy_client.py:167 | fit, FitIns(clock=39)
DEBUG flower 2021-04-06 12:17:29,312 | numpy_client.py:242 | cached_clock: 29, curr_clock: 39
INFO flower 2021-04-06 12:17:42,862 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=39)
DEBUG flower 2021-04-06 12:17:44,007 | numpy_client.py:167 | fit, FitIns(clock=40)
DEBUG flower 2021-04-06 12:17:44,007 | numpy_client.py:242 | cached_clock: 29, curr_clock: 40
INFO flower 2021-04-06 12:17:44,007 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 12:19:19,059 | numpy_client.py:215 | read: ReadRes(clock=30)
DEBUG flower 2021-04-06 12:19:19,101 | numpy_client.py:167 | fit, FitIns(clock=40)
DEBUG flower 2021-04-06 12:19:19,101 | numpy_client.py:242 | cached_clock: 30, curr_clock: 40
INFO flower 2021-04-06 12:19:31,162 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=40)
DEBUG flower 2021-04-06 12:19:32,662 | numpy_client.py:167 | fit, FitIns(clock=41)
DEBUG flower 2021-04-06 12:19:32,663 | numpy_client.py:242 | cached_clock: 30, curr_clock: 41
INFO flower 2021-04-06 12:19:32,663 | numpy_client.py:179 | Cache is stale, return ReadIns
