DEBUG flower 2021-04-06 11:22:26,704 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-06 11:22:26,706 | connection.py:36 | ChannelConnectivity.CONNECTING
INFO flower 2021-04-06 11:22:26,706 | app.py:61 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-06 11:22:26,797 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-06 11:22:43,541 | numpy_client.py:167 | fit, FitIns(clock=0)
INFO flower 2021-04-06 11:22:43,542 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:22:46,248 | numpy_client.py:215 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-06 11:22:46,297 | numpy_client.py:167 | fit, FitIns(clock=0)
DEBUG flower 2021-04-06 11:22:46,297 | numpy_client.py:242 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-06 11:24:10,846 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-06 11:24:12,126 | numpy_client.py:167 | fit, FitIns(clock=1)
DEBUG flower 2021-04-06 11:24:12,126 | numpy_client.py:242 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-06 11:25:38,957 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-06 11:25:40,527 | numpy_client.py:167 | fit, FitIns(clock=2)
DEBUG flower 2021-04-06 11:25:40,527 | numpy_client.py:242 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-06 11:27:07,244 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-06 11:27:08,406 | numpy_client.py:167 | fit, FitIns(clock=3)
DEBUG flower 2021-04-06 11:27:08,407 | numpy_client.py:242 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-06 11:28:35,437 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-06 11:28:36,700 | numpy_client.py:167 | fit, FitIns(clock=4)
DEBUG flower 2021-04-06 11:28:36,700 | numpy_client.py:242 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-06 11:30:01,969 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-06 11:30:07,864 | numpy_client.py:167 | fit, FitIns(clock=5)
DEBUG flower 2021-04-06 11:30:07,864 | numpy_client.py:242 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-06 11:31:35,362 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-06 11:31:36,644 | numpy_client.py:167 | fit, FitIns(clock=6)
DEBUG flower 2021-04-06 11:31:36,644 | numpy_client.py:242 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-06 11:33:02,157 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-06 11:33:03,306 | numpy_client.py:167 | fit, FitIns(clock=7)
DEBUG flower 2021-04-06 11:33:03,306 | numpy_client.py:242 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-06 11:34:28,048 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-06 11:34:29,224 | numpy_client.py:167 | fit, FitIns(clock=8)
DEBUG flower 2021-04-06 11:34:29,224 | numpy_client.py:242 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-06 11:35:55,847 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-06 11:35:57,249 | numpy_client.py:167 | fit, FitIns(clock=9)
DEBUG flower 2021-04-06 11:35:57,249 | numpy_client.py:242 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-06 11:37:23,158 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-06 11:37:24,941 | numpy_client.py:167 | fit, FitIns(clock=10)
DEBUG flower 2021-04-06 11:37:24,941 | numpy_client.py:242 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-06 11:37:24,942 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:37:26,664 | numpy_client.py:215 | read: ReadRes(clock=7)
DEBUG flower 2021-04-06 11:37:26,704 | numpy_client.py:167 | fit, FitIns(clock=10)
DEBUG flower 2021-04-06 11:37:26,704 | numpy_client.py:242 | cached_clock: 7, curr_clock: 10
INFO flower 2021-04-06 11:38:52,358 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=10)
DEBUG flower 2021-04-06 11:38:54,207 | numpy_client.py:167 | fit, FitIns(clock=11)
DEBUG flower 2021-04-06 11:38:54,207 | numpy_client.py:242 | cached_clock: 7, curr_clock: 11
INFO flower 2021-04-06 11:40:22,456 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=11)
DEBUG flower 2021-04-06 11:40:23,623 | numpy_client.py:167 | fit, FitIns(clock=12)
DEBUG flower 2021-04-06 11:40:23,623 | numpy_client.py:242 | cached_clock: 7, curr_clock: 12
INFO flower 2021-04-06 11:41:48,556 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=12)
DEBUG flower 2021-04-06 11:41:49,801 | numpy_client.py:167 | fit, FitIns(clock=13)
DEBUG flower 2021-04-06 11:41:49,802 | numpy_client.py:242 | cached_clock: 7, curr_clock: 13
INFO flower 2021-04-06 11:43:18,334 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=13)
DEBUG flower 2021-04-06 11:43:19,509 | numpy_client.py:167 | fit, FitIns(clock=14)
DEBUG flower 2021-04-06 11:43:19,509 | numpy_client.py:242 | cached_clock: 7, curr_clock: 14
INFO flower 2021-04-06 11:44:44,845 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=14)
DEBUG flower 2021-04-06 11:44:46,405 | numpy_client.py:167 | fit, FitIns(clock=15)
DEBUG flower 2021-04-06 11:44:46,405 | numpy_client.py:242 | cached_clock: 7, curr_clock: 15
INFO flower 2021-04-06 11:46:13,252 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=15)
DEBUG flower 2021-04-06 11:46:29,148 | numpy_client.py:167 | fit, FitIns(clock=16)
DEBUG flower 2021-04-06 11:46:29,148 | numpy_client.py:242 | cached_clock: 7, curr_clock: 16
