DEBUG flower 2021-04-06 11:22:26,242 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-06 11:22:26,243 | app.py:61 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-06 11:22:26,244 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-06 11:22:45,795 | numpy_client.py:167 | fit, FitIns(clock=0)
INFO flower 2021-04-06 11:22:45,795 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:22:51,043 | numpy_client.py:215 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-06 11:22:51,091 | numpy_client.py:167 | fit, FitIns(clock=0)
DEBUG flower 2021-04-06 11:22:51,092 | numpy_client.py:242 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-06 11:23:11,107 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-06 11:23:12,379 | numpy_client.py:167 | fit, FitIns(clock=1)
DEBUG flower 2021-04-06 11:23:12,380 | numpy_client.py:242 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-06 11:23:32,374 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-06 11:23:33,592 | numpy_client.py:167 | fit, FitIns(clock=2)
DEBUG flower 2021-04-06 11:23:33,592 | numpy_client.py:242 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-06 11:23:54,283 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-06 11:23:55,454 | numpy_client.py:167 | fit, FitIns(clock=3)
DEBUG flower 2021-04-06 11:23:55,454 | numpy_client.py:242 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-06 11:24:15,393 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-06 11:24:16,553 | numpy_client.py:167 | fit, FitIns(clock=4)
DEBUG flower 2021-04-06 11:24:16,553 | numpy_client.py:242 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-06 11:24:36,895 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-06 11:24:39,364 | numpy_client.py:167 | fit, FitIns(clock=5)
DEBUG flower 2021-04-06 11:24:39,364 | numpy_client.py:242 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-06 11:24:59,489 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-06 11:25:00,647 | numpy_client.py:167 | fit, FitIns(clock=6)
DEBUG flower 2021-04-06 11:25:00,647 | numpy_client.py:242 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-06 11:25:20,885 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-06 11:25:22,043 | numpy_client.py:167 | fit, FitIns(clock=7)
DEBUG flower 2021-04-06 11:25:22,043 | numpy_client.py:242 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-06 11:25:42,288 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-06 11:25:43,445 | numpy_client.py:167 | fit, FitIns(clock=8)
DEBUG flower 2021-04-06 11:25:43,445 | numpy_client.py:242 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-06 11:26:03,496 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-06 11:26:04,740 | numpy_client.py:167 | fit, FitIns(clock=9)
DEBUG flower 2021-04-06 11:26:04,740 | numpy_client.py:242 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-06 11:26:24,585 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-06 11:26:29,372 | numpy_client.py:167 | fit, FitIns(clock=10)
DEBUG flower 2021-04-06 11:26:29,373 | numpy_client.py:242 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-06 11:26:29,373 | numpy_client.py:179 | Cache is stale, return ReadIns
DEBUG flower 2021-04-06 11:26:30,937 | numpy_client.py:215 | read: ReadRes(clock=1)
DEBUG flower 2021-04-06 11:26:30,977 | numpy_client.py:167 | fit, FitIns(clock=10)
DEBUG flower 2021-04-06 11:26:30,977 | numpy_client.py:242 | cached_clock: 1, curr_clock: 10
INFO flower 2021-04-06 11:26:50,802 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=10)
DEBUG flower 2021-04-06 11:26:51,912 | numpy_client.py:167 | fit, FitIns(clock=11)
DEBUG flower 2021-04-06 11:26:51,912 | numpy_client.py:242 | cached_clock: 1, curr_clock: 11
INFO flower 2021-04-06 11:27:12,598 | numpy_client.py:192 | Cache is fresh, return FitRes(clock=11)
DEBUG flower 2021-04-06 11:27:13,743 | numpy_client.py:167 | fit, FitIns(clock=12)
DEBUG flower 2021-04-06 11:27:13,743 | numpy_client.py:242 | cached_clock: 1, curr_clock: 12
INFO flower 2021-04-06 11:27:13,743 | numpy_client.py:179 | Cache is stale, return ReadIns
