DEBUG flower 2021-04-10 14:49:25,983 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 14:49:31,205 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 14:49:31,207 | connection.py:36 | ChannelConnectivity.CONNECTING
INFO flower 2021-04-10 14:49:31,208 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:31,208 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:31,208 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 14:49:41,708 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,709 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,709 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,710 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,784 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,784 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:41,801 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:41,801 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:45,717 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 14:49:45,718 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:45,741 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:45,742 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:49:45,742 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:49:45,742 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:45,742 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,606 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,606 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,614 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,614 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:05,514 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 14:51:05,515 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:05,536 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:05,536 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:51:05,536 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:51:05,536 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:05,536 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,704 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,705 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,712 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,712 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:37,507 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 14:52:37,508 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:37,529 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:37,530 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:52:37,530 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 14:52:37,530 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:52:37,530 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:47,853 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:47,854 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 14:53:47,861 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:53:47,861 | numpy_client.py:260 | cached_clock: 2, curr_clock: 3
INFO flower 2021-04-10 14:53:51,915 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 14:53:51,915 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:51,937 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:51,937 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:53:51,938 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 14:53:51,938 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:53:51,938 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:43,158 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:43,159 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 14:54:43,166 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:54:43,166 | numpy_client.py:260 | cached_clock: 3, curr_clock: 4
INFO flower 2021-04-10 14:54:46,913 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 14:54:46,914 | app.py:66 | Waiting for message from server...
