DEBUG flower 2021-04-10 14:49:28,990 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 14:49:34,253 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 14:49:34,254 | connection.py:36 | ChannelConnectivity.CONNECTING
INFO flower 2021-04-10 14:49:34,254 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:34,254 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:34,255 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 14:49:41,720 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,720 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,720 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,721 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,773 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,774 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:41,813 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:41,813 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:42,441 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 14:49:42,441 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:49,131 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:49,132 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:49:49,132 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:49:49,132 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:49,132 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,605 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,606 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,613 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,613 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:02,114 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 14:51:02,114 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:02,135 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:02,135 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:51:02,135 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:51:02,135 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:02,135 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,706 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,706 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,713 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,713 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:34,129 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 14:52:34,129 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:34,152 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:34,152 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:52:34,152 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 14:52:34,152 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:52:34,153 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:47,916 | app.py:68 | Received server message. Handling...
