DEBUG flower 2021-04-10 14:49:27,527 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 14:49:34,278 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 14:49:34,279 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:34,279 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:34,280 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 14:49:41,734 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,735 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,735 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,735 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,887 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,888 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:41,905 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:41,905 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:45,400 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 14:49:45,401 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:45,425 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:45,425 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:49:45,425 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:49:45,425 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:45,425 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,569 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,570 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,577 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,578 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:05,046 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 14:51:05,047 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:05,070 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:05,070 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:51:05,070 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:51:05,070 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:05,071 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,678 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,678 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,686 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,686 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:37,064 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 14:52:37,065 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:37,087 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:37,087 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:52:37,087 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 14:52:37,087 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:52:37,087 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:47,874 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:47,875 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 14:53:47,882 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:53:47,882 | numpy_client.py:260 | cached_clock: 2, curr_clock: 3
