DEBUG flower 2021-04-10 14:49:24,511 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 14:49:30,244 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 14:49:30,246 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-10 14:49:30,246 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 14:49:30,247 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:30,247 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,801 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,801 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,801 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,802 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,891 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,891 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:41,908 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:41,908 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:45,623 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 14:49:45,623 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:45,644 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:45,644 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:49:45,645 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:49:45,645 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:45,645 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,587 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,588 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,595 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,595 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:05,226 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 14:51:05,227 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:05,312 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:05,313 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:51:05,313 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:51:05,313 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:05,313 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,687 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,688 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,695 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,696 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:37,304 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 14:52:37,305 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:37,327 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:37,327 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:52:37,327 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 14:52:37,327 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:52:37,328 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:47,866 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:47,866 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 14:53:47,874 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:53:47,874 | numpy_client.py:260 | cached_clock: 2, curr_clock: 3
INFO flower 2021-04-10 14:53:51,689 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 14:53:51,690 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:51,712 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:51,713 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:53:51,713 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 14:53:51,713 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:53:51,714 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:43,188 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:43,188 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 14:54:43,196 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:54:43,196 | numpy_client.py:260 | cached_clock: 3, curr_clock: 4
INFO flower 2021-04-10 14:54:46,792 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 14:54:46,792 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:46,814 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:46,814 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 14:54:46,814 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 14:54:46,814 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:54:46,815 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:55:41,322 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:55:41,323 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-10 14:55:41,330 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 14:55:41,331 | numpy_client.py:260 | cached_clock: 4, curr_clock: 5
INFO flower 2021-04-10 14:55:44,826 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 14:55:44,827 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:55:44,887 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:55:44,888 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 14:55:44,888 | numpy_client.py:260 | cached_clock: 4, curr_clock: 6
INFO flower 2021-04-10 14:55:44,888 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:55:44,889 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:56:39,213 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:56:39,213 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-10 14:56:39,220 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 14:56:39,221 | numpy_client.py:260 | cached_clock: 5, curr_clock: 6
INFO flower 2021-04-10 14:56:42,722 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 14:56:42,723 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:56:42,807 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:56:42,807 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 14:56:42,807 | numpy_client.py:260 | cached_clock: 5, curr_clock: 7
INFO flower 2021-04-10 14:56:42,808 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:56:42,808 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:58:09,588 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:58:09,589 | numpy_client.py:228 | read: ReadRes(clock=6)
DEBUG flower 2021-04-10 14:58:09,596 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 14:58:09,596 | numpy_client.py:260 | cached_clock: 6, curr_clock: 7
INFO flower 2021-04-10 14:58:13,106 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 14:58:13,107 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:58:13,128 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:58:13,128 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 14:58:13,128 | numpy_client.py:260 | cached_clock: 6, curr_clock: 8
INFO flower 2021-04-10 14:58:13,128 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:58:13,129 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:59:39,488 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:59:39,489 | numpy_client.py:228 | read: ReadRes(clock=7)
DEBUG flower 2021-04-10 14:59:39,496 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 14:59:39,496 | numpy_client.py:260 | cached_clock: 7, curr_clock: 8
INFO flower 2021-04-10 14:59:43,118 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 14:59:43,119 | app.py:66 | Waiting for message from server...
