DEBUG flower 2021-04-10 14:49:29,903 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 14:49:34,902 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 14:49:34,904 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 14:49:34,904 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:34,904 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,778 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,779 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,779 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,780 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,876 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,876 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:41,897 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:41,897 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:47,016 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 14:49:47,017 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:47,075 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:47,076 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:49:47,076 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:49:47,076 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:47,076 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,590 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,590 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,598 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,598 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:05,817 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 14:51:05,818 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:05,838 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:05,838 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:51:05,838 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:51:05,838 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:05,838 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,694 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,694 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,702 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,702 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:38,207 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 14:52:38,208 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:38,232 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:38,233 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:52:38,233 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 14:52:38,233 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:52:38,233 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:47,990 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:47,990 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 14:53:47,998 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:53:47,998 | numpy_client.py:260 | cached_clock: 2, curr_clock: 3
INFO flower 2021-04-10 14:53:52,680 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 14:53:52,681 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:52,702 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:52,702 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:53:52,702 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 14:53:52,702 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:53:52,703 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:43,277 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:43,278 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 14:54:43,289 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:54:43,289 | numpy_client.py:260 | cached_clock: 3, curr_clock: 4
INFO flower 2021-04-10 14:54:47,900 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 14:54:47,901 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:47,920 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:47,921 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 14:54:47,921 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 14:54:47,921 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:54:47,921 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:55:41,352 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:55:41,352 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-10 14:55:41,359 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 14:55:41,359 | numpy_client.py:260 | cached_clock: 4, curr_clock: 5
INFO flower 2021-04-10 14:55:45,799 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 14:55:45,800 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:55:45,821 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:55:45,821 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 14:55:45,821 | numpy_client.py:260 | cached_clock: 4, curr_clock: 6
INFO flower 2021-04-10 14:55:45,821 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:55:45,821 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:56:39,212 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:56:39,213 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-10 14:56:39,223 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 14:56:39,223 | numpy_client.py:260 | cached_clock: 5, curr_clock: 6
