DEBUG flower 2021-04-10 14:49:34,969 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 14:49:41,644 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 14:49:41,645 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:41,645 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,646 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 14:49:41,957 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,957 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,957 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,958 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:42,052 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:42,053 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:42,068 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:42,068 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:43,721 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 14:49:43,722 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:43,741 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:43,742 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:49:43,742 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:49:43,742 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:43,742 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,604 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,605 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,612 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,612 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:02,020 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 14:51:02,020 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:02,040 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:02,041 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:51:02,041 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:51:02,041 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:02,041 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,562 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,562 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,569 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,569 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:34,026 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 14:52:34,027 | app.py:66 | Waiting for message from server...
