round,loss,accuracy,time
0,721.1001830101013,0.0866,0
1,722.243026971817,0.1,14.650097021833062
2,734.503413438797,0.1,28.92619603127241
3,721.9289495944977,0.1,42.35505451820791
4,725.5769605636597,0.1061,56.1450237352401
5,870.645510673523,0.1141,69.94384931027889
6,1353.2209470272064,0.1214,83.46045256778598
7,751.4801614284515,0.1004,97.38148756884038
8,1081.6883614063263,0.109,110.72062800079584
9,742.6547794342041,0.1259,123.96059606410563
10,1124.5505962371826,0.1422,137.91948461160064
11,719.2537267208099,0.1228,151.7294937670231
12,1226.7468338012695,0.1594,165.64677869156003
13,786.2559978961945,0.1142,179.1789428461343
14,1398.0336611270905,0.1648,192.53685885481536
15,1100.3852529525757,0.1773,206.14020291157067
16,1450.8317730426788,0.1893,220.15971567481756
17,741.520343542099,0.1463,233.68078240007162
18,1290.1610100269318,0.1969,247.02591397613287
19,1081.0802850723267,0.2025,260.64524068683386
20,1298.195781469345,0.2044,274.3343433048576
21,1069.335536956787,0.1955,288.84547819010913
22,1299.1231570243835,0.2282,302.52030363306403
23,702.3703564405441,0.2111,316.14688007347286
24,1224.4387383460999,0.2207,329.5461023375392
25,688.2103441953659,0.2157,344.03329059295356
26,1177.7558243274689,0.2256,358.0275285374373
27,779.912130355835,0.2118,371.32787738740444
28,1175.3068788051605,0.2265,384.84313319996
29,774.2548886537552,0.219,398.74736529402435
30,1142.029343366623,0.2477,412.6279023475945
31,676.6634982824326,0.2416,426.0282160323113
32,1167.6924731731415,0.2439,439.619825001806
33,804.1140823364258,0.2477,453.54939436353743
34,1176.9598033428192,0.257,467.45603504404426
35,780.8803921937943,0.2325,481.15908711217344
36,1151.9164049625397,0.2687,494.7357284910977
37,787.0315535068512,0.2356,508.24459248408675
38,1157.3180983066559,0.2614,523.0494167674333
39,783.080272436142,0.2468,536.8428560514003
40,1186.9863522052765,0.2747,550.5214401278645
41,679.1377856731415,0.2458,564.2646238468587
42,1145.4131214618683,0.2746,578.3436164725572
43,785.3224192857742,0.2511,592.5522383116186
44,1255.9888405799866,0.2629,606.2800625730306
45,669.990719795227,0.2501,620.1631194837391
46,1099.1482095718384,0.2723,633.3581373728812
47,839.9762717485428,0.2703,647.1765017937869
48,1140.9686949253082,0.2801,661.0437888987362
49,784.8414682149887,0.2547,674.5361566282809
50,1137.2075216770172,0.2733,687.4729683231562
