round,loss,accuracy,time
0,721.386159658432,0.0997,0
1,726.2756242752075,0.1,14.195752516388893
2,865.2023720741272,0.1028,27.89453405700624
3,1326.4845077991486,0.1536,41.129521859809756
4,1568.042270898819,0.1674,55.00984355062246
5,1651.8690140247345,0.1685,67.91608740575612
6,1669.4716062545776,0.1915,81.495819715783
7,1575.083086013794,0.2212,94.6165533978492
8,1571.1578183174133,0.2201,108.2283846270293
9,1557.8911936283112,0.2314,122.33480062708259
10,1528.595700263977,0.229,135.88924655504525
11,1547.2513582706451,0.2275,149.53490458615124
12,1553.3116636276245,0.2393,162.89880527183414
13,1547.5387153625488,0.2358,176.3987804800272
14,1494.3222334384918,0.2491,190.7217021100223
15,1564.2064378261566,0.2553,204.51280329748988
16,1541.6635704040527,0.2534,217.81449454464018
17,1560.885048866272,0.2541,232.41465511359274
18,1508.253101825714,0.2617,245.78852619417012
19,1512.733740568161,0.2593,259.0513051468879
20,1542.4964492321014,0.2626,272.6178501006216
21,1514.8459658622742,0.2765,285.90292350016534
22,1546.628219127655,0.272,299.2058138810098
23,1566.4014241695404,0.2761,312.6165288090706
24,1571.2958886623383,0.2755,326.01963754557073
25,1514.1636080741882,0.2914,339.61425591632724
26,1038.6953032016754,0.2448,353.5985626298934
27,1200.3159756660461,0.2627,366.9168077670038
28,1293.4366302490234,0.2733,381.1958379410207
29,1359.4722990989685,0.2778,393.9432507827878
30,1369.8341844081879,0.2877,408.43294387310743
31,1337.2233202457428,0.281,421.51636734604836
32,1427.3381724357605,0.2882,434.09965726174414
33,1367.8584308624268,0.2982,447.22991316765547
34,1337.6665709018707,0.2962,460.19402416422963
35,1339.9912524223328,0.3072,473.49773134477437
36,1342.9557135105133,0.2969,486.72701469808817
37,1332.2329726219177,0.3024,499.5466248188168
38,1326.8446283340454,0.3051,512.2475876826793
39,1391.2946882247925,0.2857,525.2349213603884
40,1364.0919437408447,0.3031,538.1148086041212
41,1369.070719718933,0.3073,551.2537501007318
42,1386.3236644268036,0.3079,564.8327544480562
43,1367.407689332962,0.3197,578.2236121129245
44,1396.3025226593018,0.3167,591.017481777817
45,1423.9001595973969,0.3198,604.2151141762733
46,1424.3531665802002,0.3219,617.8261279053986
47,1393.7491326332092,0.3192,631.1305460035801
48,1447.857780456543,0.3182,644.5139150805771
49,1425.334888935089,0.3194,657.6284427903593
50,1417.8430707454681,0.3238,670.3010075557977
