round,loss,accuracy,time
0,721.1393542289734,0.1,0
1,722.2156867980957,0.1055,14.672950889915228
2,727.7199401855469,0.1097,29.15179379656911
3,786.7424104213715,0.1096,42.64061002805829
4,1052.11989235878,0.1472,56.17562369070947
5,1149.0780653953552,0.144,69.84124173223972
6,1249.4750599861145,0.1748,83.14773153699934
7,1310.542198419571,0.1777,96.36505932919681
8,1403.7173700332642,0.1866,109.66569734364748
9,1451.8400876522064,0.1953,123.25185202993453
10,1394.2471385002136,0.1951,136.37929372489452
11,1395.2007369995117,0.2093,149.7710821609944
12,1355.7188439369202,0.2208,163.55025397241116
13,1431.3912072181702,0.2195,177.14724833332002
14,1390.8941712379456,0.2268,190.04769313521683
15,1403.364778995514,0.2338,202.7948264349252
16,1397.3770389556885,0.2361,215.83865386620164
17,1405.1513514518738,0.245,228.89516859687865
18,1419.785536289215,0.2398,241.49381192959845
19,1410.4475419521332,0.2448,254.0658880546689
20,1373.5077016353607,0.2573,267.34725635685027
21,1393.8900458812714,0.2671,280.56504439003766
22,1394.7150530815125,0.2647,293.8485142532736
23,1332.5174055099487,0.2724,307.4512164723128
24,1352.831333398819,0.2702,321.0651253666729
25,1370.2711265087128,0.2728,335.46915887854993
26,1391.689398765564,0.2712,350.0386414118111
27,1395.5805094242096,0.2758,363.06526849232614
28,1381.6220467090607,0.2818,376.66626384295523
29,1369.0039868354797,0.2841,390.2478616386652
30,1476.9182703495026,0.259,403.27758876793087
31,1397.7067956924438,0.2878,416.9569759890437
32,1417.03466463089,0.2869,430.54512245580554
33,1438.4871792793274,0.2801,443.9834104888141
34,1349.5298750400543,0.2902,457.36272643879056
35,1349.7314178943634,0.2943,470.15734143182635
36,1381.8009490966797,0.2903,483.26286382228136
37,1467.8032231330872,0.2838,495.88414143025875
38,1391.3930110931396,0.2932,508.7672110721469
39,1350.4987244606018,0.2957,522.485424194485
40,1402.2361834049225,0.2869,535.6629633828998
41,1422.3865673542023,0.2988,549.3399138823152
42,1429.8114495277405,0.2931,561.9801408667117
43,1438.5919198989868,0.2916,575.4618225116283
44,1436.1705603599548,0.2891,588.9723081849515
45,1447.231278181076,0.3024,602.8601982686669
46,1477.0042159557343,0.2999,616.493884826079
47,1470.2441313266754,0.2885,629.6847836002707
48,1415.2902293205261,0.2993,642.8689854852855
49,1453.243439912796,0.2994,656.2627127598971
50,1445.7074122428894,0.2995,669.6047191657126
