round,loss,accuracy,time
0,721.3560082912445,0.0967,0
1,722.6795530319214,0.0982,15.3581761457026
2,726.3014843463898,0.0993,28.705341851338744
3,732.9551975727081,0.0962,42.603726509958506
4,749.402366399765,0.1008,56.38785917498171
5,872.9530518054962,0.1063,70.04954996705055
6,1133.4868910312653,0.1271,83.3931625355035
7,1331.2275454998016,0.137,97.34586003795266
8,1490.7640581130981,0.1364,111.09174487553537
9,1553.359962463379,0.1725,124.66136684641242
10,1613.6711559295654,0.1678,138.0877999700606
11,1096.4838562011719,0.1879,151.75489577837288
12,1346.4665944576263,0.1801,164.85136500373483
13,1439.0859959125519,0.2008,179.15984500199556
14,1411.1047196388245,0.2144,192.69719845242798
15,1446.402647972107,0.2124,205.71006397902966
16,968.2014644145966,0.2023,219.4677148833871
17,1183.8415551185608,0.2224,233.2639598324895
18,1280.5095219612122,0.2348,246.47316610999405
19,1317.8196227550507,0.2405,259.29373140633106
20,1344.353406906128,0.232,272.9838828295469
21,993.1752934455872,0.2215,286.3871919438243
22,1246.7994048595428,0.2313,300.249250292778
23,1349.557276725769,0.2111,313.9566387441009
24,1436.5685799121857,0.2376,327.56926574744284
25,1453.2077944278717,0.2251,341.1995713096112
26,1096.3643848896027,0.244,354.94954003952444
27,1310.4753940105438,0.2174,368.5801826994866
28,1350.0131499767303,0.2243,382.47147822752595
29,1413.335199356079,0.2351,396.1421721931547
30,1414.293944120407,0.2406,409.68492206558585
31,1028.0603857040405,0.233,423.28352620638907
32,1283.0707421302795,0.2384,436.77759544178843
33,1381.5884294509888,0.2313,450.0717343185097
34,1352.6561024188995,0.2453,463.6544921696186
35,1369.7039074897766,0.254,477.37514939159155
36,1006.824921131134,0.245,491.07575741037726
37,1221.8514666557312,0.2376,504.6005787216127
38,1343.3223764896393,0.2516,517.9939535427839
39,1327.006163597107,0.2542,531.9524158071727
40,1342.7476575374603,0.2651,545.5884265042841
41,1091.9204127788544,0.2278,559.3537607137114
42,1187.5130944252014,0.2324,573.5439379438758
43,1269.683388710022,0.2612,586.5660417396575
44,1283.284639120102,0.2819,600.3867724034935
45,1325.6754252910614,0.2866,614.651485344395
46,1408.0780782699585,0.2831,627.9427831899375
47,1501.3279938697815,0.2776,640.6688752155751
48,1439.7101571559906,0.2917,654.4922709651291
49,1437.2599511146545,0.2855,667.8813267014921
50,1446.6244032382965,0.2919,681.4495332874358
