round,loss,accuracy,time
0,721.1650245189667,0.1007,0
1,721.9505681991577,0.1,15.068836219608784
2,727.8353533744812,0.1016,28.58107648976147
3,796.4504296779633,0.1001,41.965896122157574
4,734.18101811409,0.1122,55.35838337056339
5,851.2148861885071,0.1039,68.34533411823213
6,727.2682123184204,0.1,81.89676261879504
7,722.8857524394989,0.1,95.43683923780918
8,722.6533958911896,0.1,109.13391564041376
9,757.3461091518402,0.1,122.34086336009204
10,730.9676203727722,0.1,135.83465567231178
11,862.8527201414108,0.1889,149.15779549628496
12,840.238619685173,0.1975,161.78785467334092
13,1206.6480467319489,0.2481,175.0873591117561
14,745.0579437017441,0.1507,188.0341824516654
15,821.561757683754,0.1924,200.89944237470627
16,781.006094455719,0.2106,214.06071279756725
17,775.1580538749695,0.2146,227.13335278257728
18,731.4114631414413,0.1928,239.94294878095388
19,767.5779565572739,0.221,252.9742689728737
20,766.3706864118576,0.2238,266.07195585779846
21,723.5594326257706,0.2019,279.34270570240915
22,765.5857762098312,0.2262,291.9593792054802
23,762.5688329935074,0.2297,305.05464250408113
24,717.6575164794922,0.2106,318.64172297529876
25,716.9965816736221,0.2015,332.36040186695755
26,718.6160241365433,0.1956,345.8355732355267
27,759.4463050365448,0.2324,359.6651365086436
28,753.3160436153412,0.2367,372.76275924406946
29,750.1894419193268,0.2418,385.8481471221894
30,779.9481258392334,0.2491,398.8815244436264
31,711.6342116594315,0.2176,412.15488021448255
32,716.1581226587296,0.207,425.2586529366672
33,752.4301050901413,0.2479,438.48011990077794
34,745.4887373447418,0.2512,451.8600607570261
35,745.6443400382996,0.2538,465.13522175326943
36,747.9420050382614,0.2553,477.8576997574419
37,710.52474629879,0.2317,490.89196218177676
38,745.4624352455139,0.256,504.14111938886344
39,747.1211701631546,0.2603,517.2756397929043
40,709.7638871669769,0.2411,530.0414311774075
41,712.6084530353546,0.2346,543.4757275823504
42,743.6494634151459,0.2592,556.7441463544965
43,741.5860614776611,0.2626,569.5441690888256
44,743.949535369873,0.2664,582.3453756161034
45,708.4734407663345,0.251,595.4619218446314
46,710.4041529893875,0.2455,608.9606648720801
47,709.7792373895645,0.2617,622.4803788792342
48,743.0807373523712,0.2645,635.4812179729342
49,997.515142917633,0.2871,648.8876273594797
50,718.8187402486801,0.2654,663.5810850057751
51,712.4562083482742,0.2674,677.3629848603159
52,713.2563011646271,0.2696,690.634425284341
53,684.9172759056091,0.2656,704.1455207783729
54,685.2822802066803,0.2658,718.0536025818437
55,689.1593587398529,0.2608,730.6941300090402
56,692.2764132022858,0.2571,743.7909030523151
57,694.5162963867188,0.2539,756.6614745408297
58,696.0278234481812,0.2516,769.5625027902424
59,697.8272739648819,0.2498,782.2586119007319
60,699.0522019863129,0.249,795.2591093480587
61,735.9049799442291,0.265,808.7802033107728
62,732.5790045261383,0.2664,822.0583172049373
63,712.4563238620758,0.2635,835.888469081372
64,730.0406370162964,0.2691,849.6773639433086
65,727.9790290594101,0.2711,862.855817053467
66,739.7643418312073,0.2783,876.1620964817703
67,742.7446130514145,0.2802,889.4402369260788
68,744.3676742315292,0.2819,902.4604926519096
69,708.6110860109329,0.2716,915.5956450998783
70,729.1701544523239,0.2763,928.6794083677232
71,711.3241432905197,0.2735,942.0767687149346
72,730.7400572299957,0.2777,956.1635437980294
73,729.1647928953171,0.2793,969.552633587271
74,729.6482292413712,0.2798,983.4792926330119
75,732.4368356466293,0.2812,997.982556425035
76,733.723682641983,0.2831,1011.6583043579012
77,727.530155301094,0.288,1024.835677092895
78,736.2698900699615,0.2862,1037.99163903296
79,739.5401719808578,0.2883,1050.5483263656497
80,747.0009431838989,0.2896,1063.6541439760476
81,728.4416753053665,0.2861,1077.6415906660259
82,725.5947338342667,0.2884,1091.4361720252782
83,736.1363879442215,0.2865,1104.7775257583708
84,718.3134107589722,0.2886,1117.7595915608108
85,736.6045484542847,0.2869,1131.9463675655425
86,736.5400511026382,0.2889,1145.4343717806041
87,736.5489805936813,0.286,1159.0568550024182
88,738.1495691537857,0.2881,1171.461959624663
89,739.0371209383011,0.2897,1184.7455570846796
90,739.1687191724777,0.291,1198.2599328625947
91,740.1919260025024,0.2905,1211.9351665023714
92,743.5146081447601,0.2915,1224.853562578559
93,751.1973227262497,0.2903,1238.1361880525947
94,744.2956010103226,0.2869,1251.3830363489687
95,741.8093835115433,0.2905,1264.3627076279372
96,742.6642374992371,0.2903,1278.551992032677
97,744.5673648118973,0.2899,1292.0450757760555
98,746.9141877889633,0.2917,1305.6386169791222
99,746.6432855129242,0.2923,1319.035574387759
100,748.686045050621,0.292,1331.9603262003511
