round,loss,accuracy,time
0,721.2238218784332,0.0999,0
1,723.1567845344543,0.1003,14.375475812703371
2,721.4580085277557,0.1,29.663890168070793
3,725.9672513008118,0.1,43.66785147227347
4,840.9903295040131,0.1,57.015930999070406
5,1283.4900629520416,0.1538,70.36781913228333
6,714.3111627101898,0.1477,83.98817182704806
7,1198.4602365493774,0.1804,97.49841697141528
8,1431.903620481491,0.2065,110.86201457120478
9,1515.3579971790314,0.2215,124.07893204689026
10,1555.0450747013092,0.234,137.27574454806745
11,940.8650104999542,0.2225,150.59092238545418
12,1188.2940447330475,0.2415,164.0016732364893
13,1316.3691952228546,0.2503,178.186814468354
14,1402.2760455608368,0.2577,191.96859352849424
15,1458.305249929428,0.2636,205.4794722534716
16,851.6904665231705,0.2389,218.88697138428688
17,1157.1551847457886,0.2587,232.50933772698045
18,1296.7673468589783,0.2661,246.17847546562552
19,1385.8067696094513,0.2734,258.85858840309083
20,1441.7280266284943,0.2801,272.0024155974388
21,856.3862253427505,0.256,285.70244412869215
22,1182.618489265442,0.2777,299.5665349122137
23,1308.4730563163757,0.2859,313.1082673110068
24,1376.0642366409302,0.2931,326.7009196989238
25,1420.6603112220764,0.2981,340.00206973031163
26,854.6346765756607,0.2667,353.59931827150285
27,1186.0049290657043,0.2928,367.1156337540597
28,1304.951117515564,0.302,380.56883550435305
29,1367.0208759307861,0.3058,394.08896822296083
30,1409.5096163749695,0.3106,407.1688227560371
31,876.9332677125931,0.2859,420.5711096357554
32,1181.4481883049011,0.3042,433.86332975141704
33,1289.1088333129883,0.3105,447.5732057709247
34,1343.8533396720886,0.3132,461.0681653749198
35,1377.1834046840668,0.3148,474.4049989376217
36,909.740525841713,0.2993,488.5943391043693
37,1183.6714489459991,0.3123,502.5712365228683
38,1270.6006965637207,0.316,516.0620670188218
39,1319.952501296997,0.3179,530.9588500037789
40,1354.9590384960175,0.3212,544.6839139908552
41,913.2441769838333,0.3076,558.4604191072285
42,1181.2060401439667,0.3164,572.586509520188
43,1264.5941407680511,0.3218,586.4002394210547
44,1315.08416056633,0.3257,600.1708317287266
45,1350.278336763382,0.3291,613.9085580911487
46,1375.1631186008453,0.3299,627.2848057635128
47,1397.5879726409912,0.3339,640.5912956558168
48,1416.0454804897308,0.3359,654.8033220469952
49,1428.278929233551,0.3368,668.4870193842798
50,1440.6091647148132,0.3366,681.8693778831512
51,937.835044503212,0.3094,695.8114121351391
52,1186.2198660373688,0.3217,709.4745484478772
53,1282.9018015861511,0.3268,722.960752831772
54,1332.4549725055695,0.3317,736.2740795444697
55,1367.4078814983368,0.3342,750.1696390043944
56,946.6542897224426,0.3093,763.9858387112617
57,1183.1521351337433,0.3225,777.9918012470007
58,1270.543509721756,0.3309,791.7767748981714
59,1322.7518556118011,0.3335,805.6035726424307
60,1356.5030405521393,0.3351,819.284986499697
61,1029.4416592121124,0.3259,833.1095617320389
62,1200.494567155838,0.3284,846.702130055055
63,1262.5442805290222,0.3316,862.0747778471559
64,1297.2094869613647,0.3364,876.3206434436142
65,1322.8233070373535,0.3383,890.1663294881582
66,976.4653240442276,0.3062,903.9709100779146
67,1201.7734534740448,0.324,918.3695380613208
68,1286.8074424266815,0.3326,931.8976773917675
69,1344.7969131469727,0.3358,945.5681628044695
70,1377.218680381775,0.3393,959.2134731691331
71,1405.2684354782104,0.3431,972.8715823367238
72,1426.7914068698883,0.3448,986.1584269646555
73,1448.791648864746,0.3464,999.6296430472285
74,1466.5359745025635,0.3467,1013.2857851907611
75,1480.946260213852,0.3454,1026.9633121602237
76,1066.4232048988342,0.3094,1040.7040295116603
77,1248.9824035167694,0.3238,1054.379073465243
78,1331.9761860370636,0.3313,1068.3044953309
79,1384.8481845855713,0.3361,1082.3686851840466
80,1410.842202425003,0.3412,1095.8187774363905
81,1061.4253480434418,0.3156,1109.3848786596209
82,1201.1480853557587,0.3266,1123.1174468249083
83,1292.997058391571,0.3345,1137.0039773024619
84,1344.6451315879822,0.3388,1150.522649448365
85,1371.794775724411,0.3416,1164.1849665232003
86,960.8438504934311,0.3136,1177.7684990279377
87,1130.652489900589,0.326,1191.568744275719
88,1193.1080529689789,0.3343,1205.0659591276199
89,1239.8855662345886,0.336,1219.060586269945
90,1270.72372508049,0.3395,1233.0024162586778
91,956.2785514593124,0.3045,1247.0697241928428
92,1134.9573485851288,0.3225,1261.2060267962515
93,1190.5270318984985,0.3292,1275.1076732631773
94,1233.1247596740723,0.3328,1289.0025844275951
95,1272.7837495803833,0.3364,1303.5838617999107
96,978.3320326805115,0.3043,1316.6837074514478
97,1143.2581841945648,0.3225,1330.2805062904954
98,1231.2590811252594,0.3293,1343.4602071680129
99,1275.0434229373932,0.3356,1357.2020153701305
100,1307.4939739704132,0.3379,1370.1786822117865
