round,loss,accuracy,time
0,1000,0.04492339882616851,0
0,1000,0.03221482228826794,50
0,1000,0.06237733830691609,100
0,1000,0.07328240926946022,150
0,1000,0.07399989932649563,200
0,1000,0.12068016216327684,250
0,1000,0.12027901577875132,300
0,1000,0.14069944547034655,350
0,1000,0.11439816604884942,400
0,1000,0.14351764843486506,450
0,1000,0.14421344695476312,500
0,1000,0.13466020897628525,550
0,1000,0.16391874771507245,600
0,1000,0.15892831769626883,650
0,1000,0.15411079712116643,700
0,1000,0.15096181166183834,750
0,1000,0.17403338234326335,800
0,1000,0.19187258152451986,800
0,1000,0.20306374268799912,850
0,1000,0.16149310974673625,900
0,1000,0.2181127727954698,950
0,1000,0.22790961085049488,1000
0,1000,0.2119869851272737,1050
0,1000,0.23311810517389397,1100
0,1000,0.20632829392361784,1150
0,1000,0.23598360174661806,1200
0,1000,0.20010706778060985,1250
0,1000,0.24636483151117658,1300
0,1000,0.23460309906337815,1350
0,1000,0.24390137266065645,1400
0,1000,0.26314077655643564,1450
0,1000,0.27865979117291073,1500
0,1000,0.26128887877211737,1550
0,1000,0.27807149864724057,1600
0,1000,0.2551318072284183,1650
0,1000,0.2566379313239187,1700
0,1000,0.28568228937513435,1750
0,1000,0.2916148629671965,1800
0,1000,0.2969693955748212,1850
0,1000,0.29926518420223075,1900
0,1000,0.27777144090781486,1950
0,1000,0.2902908018276996,2000
0,1000,0.24698825477883266,2050
0,1000,0.2542403953255802,2100
0,1000,0.2650802292227587,2150
0,1000,0.2896699048255242,2200
0,1000,0.3256974228695776,2250
0,1000,0.33464556973773646,2300
0,1000,0.2785772103020527,2300
0,1000,0.2962936189834139,2350
0,1000,0.34483299843590176,2400
0,1000,0.295724890855685,2450
0,1000,0.30740795678553745,2500
0,1000,0.32116188033838855,2550
0,1000,0.32954604000157983,2600
0,1000,0.26857461949841605,2650
0,1000,0.33199185124611763,2700
0,1000,0.3187021656069971,2750
0,1000,0.34798904603868697,2800
0,1000,0.32476852331555545,2850
0,1000,0.26349570398744265,2900
0,1000,0.281238185527839,2950
