0,1651.3042078018188,0.1575,23.672146078999997
1,1616.2012593746185,0.1776,47.93975924600001
2,1597.1065673828125,0.1874,70.9733728
3,1567.7123970985413,0.1916,87.996042617
4,1566.8759577274323,0.1758,110.232514337
5,1568.8141026496887,0.2255,128.69727729299998
6,1352.2512078285217,0.2406,156.77825011599998
7,1375.0027613639832,0.2363,181.62878214699998
8,1315.0328800678253,0.2387,202.753343536
9,1284.315185546875,0.2114,218.164473996
10,1334.0170423984528,0.2325,236.570879145
11,1354.983695268631,0.2379,251.038888427
12,1347.775238275528,0.2636,266.352669688
13,1309.1126081943512,0.253,280.88348991000004
14,1373.3740708827972,0.2652,294.70358948700004
15,1333.493402481079,0.2671,309.905811138
16,1310.390072107315,0.2563,323.596343111
17,1337.7689690589905,0.2544,336.66448535300003
18,1330.413081407547,0.2645,349.673223066
19,1303.4287939071655,0.2688,362.648979708
20,1654.8536777496338,0.2602,380.258976226
21,1654.8536777496338,0.2614,394.258976226
22,1654.8536777496338,0.2655,407.258976226
23,1654.8536777496338,0.2567,422.258976226
24,1654.8536777496338,0.2598,434.258976226
99,359,292,278
