0,1505.173523426056,0.1649,21.463729295000004
1,1499.2281847000122,0.1707,45.41001364900001
2,1449.2137897014618,0.1857,60.429096121
3,1500.1068103313446,0.1955,75.873024802
4,1319.3228499889374,0.1712,93.079992684
5,1226.5730018615723,0.2298,109.590220674
6,1275.8094637393951,0.2377,124.84054628300001
7,1328.4424667358398,0.234,139.965074924
8,1222.6136209964752,0.2506,156.052150786
9,1242.1651220321655,0.2488,171.528484981
10,1170.1570658683777,0.2476,191.331674715
11,1263.469617843628,0.2205,208.718915594
12,1189.0532953739166,0.2693,224.761615313
13,1171.4665615558624,0.2694,240.66969083899997
14,1174.9005599021912,0.2706,258.157071377
15,1215.173789024353,0.27,273.178805312
16,1172.3783724308014,0.2974,287.78196753000003
17,1179.4279508590698,0.2714,302.81190255700005
18,1184.4461555480957,0.2967,317.79977218500005
19,1111.2928955554962,0.2939,336.124014266
20,1654.8536777496338,0.2865,351.258976226
21,1654.8536777496338,0.2955,368.258976226
22,1654.8536777496338,0.3013,388.258976226
23,1654.8536777496338,0.3044,403.258976226
24,1654.8536777496338,0.2923,420.258976226
99,332,280,271
