0,1563.9357740879059,0.1725,63.813889572
1,1507.611242055893,0.2001,80.221194354
2,1511.5334441661835,0.1993,101.393647843000004
3,1406.2746722698212,0.2441,124.95052528900001
4,1343.0610766410828,0.2682,144.04891016900001
5,1349.9522038698196,0.2715,162.61811181000002
6,1235.196809411049,0.2863,174.462931675
7,1224.0816835165024,0.2891,206.56605617
8,1211.5258903503418,0.2873,225.30210235200002
9,1136.0571115016937,0.2916,240.29917837300002
10,1153.5219674110413,0.2998,261.122261745
11,1223.0549399852753,0.298,278.613550385
12,1228.6938163042068,0.2926,286.724427468
13,1159.1936653852463,0.3059,305.480374202
14,1214.6980477571487,0.3026,322.216781593
15,1116.2113531827927,0.311,347.281207782
16,1123.0850495100021,0.3144,365.370813253
17,1139.3251150846481,0.3164,383.29973735100003
18,1270.4788286685944,0.3206,387.446757284
19,1221.6806411743164,0.3334,401.907305579
20,1654.8536777496338,0.3325,425.258976226
21,1654.8536777496338,0.3476,437.258976226
22,1654.8536777496338,0.3541,441.258976226
23,1654.8536777496338,0.3522,455.258976226
24,1654.8536777496338,0.3653,475.258976226
99,368,333,322
