0,1754.8981935977936,0.1525,22.689353636000003
1,1558.141718864441,0.1629,37.509815446999994
2,1480.6210749149323,0.1659,52.751617483000004
3,1413.6528089046478,0.1672,67.741893917
4,1394.6128749847412,0.1715,85.046020822
5,1423.159558057785,0.1827,100.916985467
6,1418.3470177650452,0.2206,117.278528909
7,1381.7911276817322,0.2364,131.86139253599998
8,1401.1528816223145,0.2424,147.767945747
9,1358.8173480033875,0.2559,163.652245209
10,1368.996673822403,0.2981,179.309193624
11,1361.9304575920105,0.2769,194.19073206599998
12,1334.3408634662628,0.291,208.75727880399998
13,1373.8277578353882,0.3021,223.611711591
14,1318.6442432403564,0.3295,239.421198972
15,1315.228197336197,0.3104,255.55743399299996
16,1298.1373131275177,0.3223,270.236004304
17,1354.6448411941528,0.3374,285.120356081
18,1302.346330165863,0.336,299.619765778
19,1372.1829743385315,0.3325,313.35727664399997
20,1654.8536777496338,0.3477,327.258976226
21,1654.8536777496338,0.3508,339.258976226
22,1654.8536777496338,0.35,355.258976226
23,1654.8536777496338,0.3606,368.258976226
24,1654.8536777496338,0.3723,394.258976226
99,315,311,309
