0,1781.6397256851196,0.1554,20.459670511
1,1778.0997264385223,0.153,35.864958021999996
2,1751.3892168998718,0.1655,51.38072811799999
3,1753.8068490028381,0.172,66.498730903
4,1760.461570739746,0.1911,82.068096645
5,1333.082754611969,0.2242,96.530811902
6,1345.0651695728302,0.2263,115.646341992
7,1316.909413099289,0.2338,132.287117065
8,1327.7303562164307,0.2224,147.637559035
9,1340.7199356555939,0.2284,163.606753937
10,1205.1216661930084,0.2569,178.726535427
11,1196.4518485069275,0.2591,193.408460591
12,1182.9924411773682,0.2568,210.391054034
13,1143.4959199428558,0.2553,227.212274893
14,1169.287960767746,0.2625,242.137953356
15,1148.8552854061127,0.3066,256.106972996
16,1156.8553535938263,0.2978,269.857290029
17,1142.6868402957916,0.306,283.73670925000005
18,1184.3118884563446,0.2954,297.073532618
19,1148.7351384162903,0.2903,312.062825895
20,1654.8536777496338,0.3001,326.258976226
21,1654.8536777496338,0.2977,340.258976226
22,1654.8536777496338,0.3055,352.258976226
23,1654.8536777496338,0.3012,368.258976226
24,1654.8536777496338,0.299,405.258976226
99,308,249,240
