DEBUG flower 2021-04-10 16:55:03,491 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 16:55:06,327 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 16:55:06,329 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 16:55:06,330 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 16:55:06,330 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:10,186 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:10,187 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 16:55:10,187 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:55:10,187 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:10,272 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:10,273 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 16:55:10,290 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 16:55:10,290 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 16:55:13,819 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 16:55:13,823 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 16:55:13,823 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:13,845 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:13,845 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 16:55:13,845 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 16:55:17,418 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 16:55:17,418 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:17,452 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:17,453 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 16:55:17,453 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 16:55:21,139 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 16:55:21,139 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:21,162 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:21,162 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 16:55:21,162 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 16:55:24,617 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 16:55:24,618 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:24,641 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:24,641 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 16:55:24,641 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 16:55:28,128 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 16:55:28,129 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:55:28,151 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:55:28,151 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 16:55:28,151 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 16:55:28,151 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:55:28,152 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:56:29,064 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:56:29,065 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 16:56:29,071 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 16:56:29,071 | numpy_client.py:260 | cached_clock: 0, curr_clock: 5
