DEBUG flower 2021-04-10 15:52:16,316 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 15:52:19,116 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 15:52:19,118 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:19,118 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:19,119 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 15:52:20,759 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,760 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,760 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,761 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,937 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,937 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,954 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,954 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:21,436 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:21,440 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 15:52:21,440 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:21,517 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:21,517 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:52:21,517 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:52:21,923 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 15:52:21,924 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:21,953 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:21,953 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:52:21,953 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:52:21,953 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:21,953 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:40,120 | app.py:68 | Received server message. Handling...
