DEBUG flower 2021-04-10 15:52:08,031 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 15:52:10,790 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 15:52:10,792 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-10 15:52:10,793 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 15:52:10,793 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:10,793 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:10,795 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:10,798 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 15:52:10,809 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,919 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,919 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,919 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,920 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:21,004 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:21,005 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:21,012 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:21,012 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 15:52:23,571 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 15:52:23,571 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:23,589 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:23,589 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:52:23,589 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:52:26,171 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 15:52:26,172 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:26,193 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:26,194 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:52:26,194 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:52:26,194 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:26,194 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:40,065 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:40,065 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:53:40,073 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:53:40,073 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:53:42,683 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 15:53:42,683 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:42,716 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:42,716 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:53:42,716 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:53:42,716 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:53:42,717 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:11,667 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:11,668 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:55:11,676 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:55:11,676 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 15:55:14,276 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 15:55:14,276 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:14,298 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:14,299 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:55:14,299 | numpy_client.py:260 | cached_clock: 1, curr_clock: 4
INFO flower 2021-04-10 15:55:14,299 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:55:14,299 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:25,864 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:25,864 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 15:56:25,871 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:56:25,871 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 15:56:28,480 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 15:56:28,481 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:28,502 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:28,503 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:56:28,503 | numpy_client.py:260 | cached_clock: 2, curr_clock: 5
INFO flower 2021-04-10 15:56:28,503 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:28,503 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:21,281 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:21,282 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 15:57:21,289 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:57:21,289 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 15:57:23,576 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 15:57:23,577 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:23,596 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:23,597 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:57:23,597 | numpy_client.py:260 | cached_clock: 3, curr_clock: 6
INFO flower 2021-04-10 15:57:23,597 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:57:23,597 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:19,365 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:19,365 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-10 15:58:19,373 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:58:19,373 | numpy_client.py:260 | cached_clock: 4, curr_clock: 6
INFO flower 2021-04-10 15:58:21,692 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 15:58:21,693 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:21,713 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:21,713 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:58:21,713 | numpy_client.py:260 | cached_clock: 4, curr_clock: 7
INFO flower 2021-04-10 15:58:21,713 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:58:21,714 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:17,653 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:17,654 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-10 15:59:17,661 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:59:17,661 | numpy_client.py:260 | cached_clock: 5, curr_clock: 7
INFO flower 2021-04-10 15:59:19,877 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 15:59:19,878 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:19,898 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:19,898 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 15:59:19,898 | numpy_client.py:260 | cached_clock: 5, curr_clock: 8
INFO flower 2021-04-10 15:59:19,898 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:59:19,899 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:00:48,019 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:00:48,020 | numpy_client.py:228 | read: ReadRes(clock=6)
DEBUG flower 2021-04-10 16:00:48,068 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 16:00:48,068 | numpy_client.py:260 | cached_clock: 6, curr_clock: 8
INFO flower 2021-04-10 16:00:50,300 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 16:00:50,301 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:00:50,323 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:00:50,323 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 16:00:50,323 | numpy_client.py:260 | cached_clock: 6, curr_clock: 9
INFO flower 2021-04-10 16:00:50,323 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:00:50,324 | app.py:66 | Waiting for message from server...
