DEBUG flower 2021-04-10 15:52:14,822 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 15:52:17,437 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 15:52:17,438 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:17,438 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:17,439 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 15:52:20,775 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,775 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,776 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,776 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,986 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,986 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:21,001 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:21,001 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:21,432 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:21,435 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 15:52:21,436 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:28,314 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:28,315 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:52:28,315 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:52:28,837 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 15:52:28,837 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:28,858 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:28,858 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:52:28,858 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:52:28,859 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:28,859 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:40,069 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:40,070 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:53:40,077 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:53:40,077 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:53:40,607 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 15:53:40,608 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:40,628 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:40,629 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:53:40,629 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:53:40,629 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:53:40,629 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:11,607 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:11,608 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:55:11,615 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:55:11,615 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 15:55:12,048 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 15:55:12,048 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:12,105 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:12,106 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:55:12,106 | numpy_client.py:260 | cached_clock: 1, curr_clock: 4
INFO flower 2021-04-10 15:55:12,106 | numpy_client.py:184 | Cache is stale, return ReadIns
