DEBUG flower 2021-04-10 15:52:11,302 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 15:52:13,939 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 15:52:13,941 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 15:52:13,941 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:13,941 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,573 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,574 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,574 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,575 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,682 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,683 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,697 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,697 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:24,440 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:24,505 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 15:52:24,505 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:24,530 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:24,531 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:52:24,531 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:52:28,725 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 15:52:28,726 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:28,748 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:28,749 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:52:28,749 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:52:28,749 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:28,749 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:40,089 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:40,090 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:53:40,097 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:53:40,097 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:53:44,113 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 15:53:44,114 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:44,140 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:44,140 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:53:44,140 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:53:44,141 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:53:44,141 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:11,638 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:11,639 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:55:11,647 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:55:11,647 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 15:55:15,508 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 15:55:15,508 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:15,531 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:15,531 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:55:15,531 | numpy_client.py:260 | cached_clock: 1, curr_clock: 4
INFO flower 2021-04-10 15:55:15,532 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:55:15,532 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:25,806 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:25,807 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 15:56:25,814 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:56:25,814 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 15:56:29,521 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 15:56:29,521 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:29,543 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:29,543 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:56:29,544 | numpy_client.py:260 | cached_clock: 2, curr_clock: 5
INFO flower 2021-04-10 15:56:29,544 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:29,544 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:21,303 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:21,304 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 15:57:21,312 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:57:21,313 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 15:57:25,319 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 15:57:25,320 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:25,342 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:25,343 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:57:25,343 | numpy_client.py:260 | cached_clock: 3, curr_clock: 6
INFO flower 2021-04-10 15:57:25,343 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:57:25,343 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:19,307 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:19,308 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-10 15:58:19,315 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:58:19,315 | numpy_client.py:260 | cached_clock: 4, curr_clock: 6
INFO flower 2021-04-10 15:58:23,125 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 15:58:23,126 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:23,147 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:23,147 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:58:23,148 | numpy_client.py:260 | cached_clock: 4, curr_clock: 7
INFO flower 2021-04-10 15:58:23,148 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:58:23,148 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:17,733 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:17,734 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-10 15:59:17,742 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:59:17,742 | numpy_client.py:260 | cached_clock: 5, curr_clock: 7
INFO flower 2021-04-10 15:59:21,702 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 15:59:21,703 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:21,724 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:21,725 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 15:59:21,725 | numpy_client.py:260 | cached_clock: 5, curr_clock: 8
INFO flower 2021-04-10 15:59:21,725 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:59:21,726 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:00:48,050 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:00:48,052 | numpy_client.py:228 | read: ReadRes(clock=6)
DEBUG flower 2021-04-10 16:00:48,060 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 16:00:48,060 | numpy_client.py:260 | cached_clock: 6, curr_clock: 8
INFO flower 2021-04-10 16:00:51,919 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 16:00:51,919 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:00:51,939 | app.py:68 | Received server message. Handling...
