DEBUG flower 2021-04-10 15:52:09,046 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 15:52:11,710 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 15:52:11,712 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 15:52:11,713 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:11,713 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,663 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,664 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,664 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,664 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,833 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,833 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,851 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,851 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:23,037 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:23,040 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 15:52:23,040 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:23,067 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:23,067 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:52:23,067 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:52:25,407 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 15:52:25,407 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:25,431 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:25,431 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:52:25,432 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:52:25,432 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:25,432 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:40,128 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:40,128 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:53:40,135 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:53:40,135 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:53:42,404 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 15:53:42,404 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:42,427 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:42,428 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:53:42,428 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:53:42,428 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:53:42,428 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:11,700 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:11,700 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:55:11,707 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:55:11,707 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 15:55:13,934 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 15:55:13,935 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:13,955 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:13,955 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:55:13,956 | numpy_client.py:260 | cached_clock: 1, curr_clock: 4
INFO flower 2021-04-10 15:55:13,956 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:55:13,956 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:25,749 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:25,750 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 15:56:25,757 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:56:25,757 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 15:56:28,013 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 15:56:28,014 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:28,036 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:28,037 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:56:28,037 | numpy_client.py:260 | cached_clock: 2, curr_clock: 5
INFO flower 2021-04-10 15:56:28,037 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:28,037 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:21,300 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:21,301 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 15:57:21,308 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:57:21,308 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 15:57:23,524 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 15:57:23,525 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:23,545 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:23,546 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:57:23,546 | numpy_client.py:260 | cached_clock: 3, curr_clock: 6
INFO flower 2021-04-10 15:57:23,546 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:57:23,546 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:19,400 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:19,401 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-10 15:58:19,408 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:58:19,408 | numpy_client.py:260 | cached_clock: 4, curr_clock: 6
INFO flower 2021-04-10 15:58:21,717 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 15:58:21,718 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:21,740 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:21,741 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:58:21,741 | numpy_client.py:260 | cached_clock: 4, curr_clock: 7
INFO flower 2021-04-10 15:58:21,741 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:58:21,741 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:17,751 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:17,751 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-10 15:59:17,799 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:59:17,799 | numpy_client.py:260 | cached_clock: 5, curr_clock: 7
INFO flower 2021-04-10 15:59:20,131 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 15:59:20,132 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:20,152 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:20,152 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 15:59:20,152 | numpy_client.py:260 | cached_clock: 5, curr_clock: 8
INFO flower 2021-04-10 15:59:20,152 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:59:20,153 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:00:48,100 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:00:48,101 | numpy_client.py:228 | read: ReadRes(clock=6)
DEBUG flower 2021-04-10 16:00:48,109 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 16:00:48,109 | numpy_client.py:260 | cached_clock: 6, curr_clock: 8
INFO flower 2021-04-10 16:00:50,505 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 16:00:50,506 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:00:50,527 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:00:50,527 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 16:00:50,527 | numpy_client.py:260 | cached_clock: 6, curr_clock: 9
INFO flower 2021-04-10 16:00:50,528 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:00:50,528 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:02:18,402 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:02:18,402 | numpy_client.py:228 | read: ReadRes(clock=7)
DEBUG flower 2021-04-10 16:02:18,410 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 16:02:18,410 | numpy_client.py:260 | cached_clock: 7, curr_clock: 9
INFO flower 2021-04-10 16:02:20,705 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-10 16:02:20,706 | app.py:66 | Waiting for message from server...
