DEBUG flower 2021-04-10 20:02:46,242 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 20:02:48,988 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 20:02:48,990 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 20:02:48,990 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:48,990 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:50,953 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:50,954 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:50,954 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:50,954 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,021 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,022 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,037 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,037 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:56,081 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:56,085 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 20:02:56,085 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:56,099 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:56,099 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:02:56,099 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:56,109 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:56,109 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:02:56,110 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:03:01,114 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 20:03:01,115 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:01,137 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:01,137 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:01,155 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:01,155 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:03:01,155 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:03:06,200 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 20:03:06,201 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:06,215 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:06,215 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:06,224 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:06,225 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 20:03:06,225 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 20:03:11,001 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 20:03:11,002 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:11,018 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:11,018 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:11,027 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:11,028 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 20:03:11,028 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 20:03:15,297 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 20:03:15,298 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:15,333 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:15,334 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:15,343 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:15,344 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 20:03:15,344 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 20:03:20,000 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 20:03:20,000 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:20,014 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:20,014 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:20,024 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:20,025 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 20:03:20,025 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-10 20:03:24,275 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 20:03:24,275 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:24,296 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:24,296 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:24,306 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:24,306 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 20:03:24,306 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-10 20:03:28,480 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 20:03:28,481 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:28,494 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:28,494 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:28,503 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:28,503 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 20:03:28,503 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-10 20:03:32,784 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 20:03:32,784 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:32,797 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:32,797 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:32,805 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:32,805 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 20:03:32,806 | numpy_client.py:260 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-10 20:03:37,295 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-10 20:03:37,296 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:37,308 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:37,309 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:37,319 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:37,319 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 20:03:37,319 | numpy_client.py:260 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-10 20:03:41,992 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=10)
DEBUG flower 2021-04-10 20:03:41,992 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:42,005 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:42,005 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:42,013 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:42,013 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-10 20:03:42,013 | numpy_client.py:260 | cached_clock: -1, curr_clock: 11
INFO flower 2021-04-10 20:03:46,780 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=11)
DEBUG flower 2021-04-10 20:03:46,780 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:46,793 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:46,793 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:46,801 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:46,802 | numpy_client.py:172 | fit, FitIns(clock=12)
