DEBUG flower 2021-04-10 20:02:46,893 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 20:02:49,520 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 20:02:49,523 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 20:02:49,523 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:49,523 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,212 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,213 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:51,213 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:51,214 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,381 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,381 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,397 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,397 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:51,827 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:51,831 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 20:02:51,831 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:59,468 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:59,468 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:02:59,469 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:59,477 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:59,478 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:02:59,478 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:02:59,912 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 20:02:59,913 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:59,927 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:59,927 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:59,936 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:59,936 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:02:59,936 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:03:00,321 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 20:03:00,321 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:00,334 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:00,334 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:00,343 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:00,343 | numpy_client.py:172 | fit, FitIns(clock=3)
