DEBUG flower 2021-04-10 20:02:47,630 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 20:02:50,322 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 20:02:50,324 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:50,324 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:50,324 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-10 20:02:50,325 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 20:02:51,027 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,027 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:51,027 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:51,028 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,210 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,210 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,226 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,226 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:54,615 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:54,618 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 20:02:54,619 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:54,635 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:54,636 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:02:54,636 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:54,646 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:54,647 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:02:54,647 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:02:57,909 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 20:02:57,910 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:57,922 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:57,922 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:57,932 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:57,932 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:02:57,932 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:03:01,219 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 20:03:01,220 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:01,238 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:01,238 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:01,248 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:01,248 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 20:03:01,248 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 20:03:04,815 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 20:03:04,816 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:04,829 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:04,829 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:04,839 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:04,839 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 20:03:04,840 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 20:03:08,114 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 20:03:08,114 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:08,127 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:08,127 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:08,138 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:08,138 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 20:03:08,138 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 20:03:11,506 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 20:03:11,506 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:11,517 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:11,517 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:11,526 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:11,527 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 20:03:11,527 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-10 20:03:14,737 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 20:03:14,738 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:14,800 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:14,800 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:14,813 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:14,813 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 20:03:14,814 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-10 20:03:18,021 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 20:03:18,021 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:18,049 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:18,049 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:18,065 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:18,065 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 20:03:18,065 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-10 20:03:21,129 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 20:03:21,129 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:21,188 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:21,188 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:21,199 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:21,199 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 20:03:21,199 | numpy_client.py:260 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-10 20:03:24,337 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-10 20:03:24,338 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:24,350 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:24,351 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:24,359 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:24,359 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 20:03:24,359 | numpy_client.py:260 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-10 20:03:27,633 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=10)
