DEBUG flower 2021-04-10 20:02:43,425 | client.py:85 | Start SSP client without delay
DEBUG flower 2021-04-10 20:02:46,256 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 20:02:46,257 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:46,258 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 20:02:46,258 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,147 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,147 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:51,147 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:51,148 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,342 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,343 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,359 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,359 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:54,874 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:54,878 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
DEBUG flower 2021-04-10 20:02:54,878 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:54,891 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:54,891 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:02:54,892 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:54,939 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:54,939 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:02:54,939 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:02:58,444 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
DEBUG flower 2021-04-10 20:02:58,444 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:58,468 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:58,468 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:58,487 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:58,487 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:02:58,487 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:03:02,140 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
DEBUG flower 2021-04-10 20:03:02,141 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:02,169 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:02,169 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:02,190 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:02,191 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 20:03:02,191 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 20:03:05,367 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
DEBUG flower 2021-04-10 20:03:05,367 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:05,380 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:05,381 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:05,390 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:05,391 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 20:03:05,391 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 20:03:08,351 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
DEBUG flower 2021-04-10 20:03:08,352 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:08,365 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:08,365 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:08,375 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:08,375 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 20:03:08,375 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 20:03:11,165 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
DEBUG flower 2021-04-10 20:03:11,166 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:11,180 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:11,180 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:11,189 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:11,189 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 20:03:11,189 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-10 20:03:13,868 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
DEBUG flower 2021-04-10 20:03:13,869 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:13,881 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:13,881 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:13,914 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:13,914 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 20:03:13,914 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-10 20:03:16,862 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
DEBUG flower 2021-04-10 20:03:16,862 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:16,876 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:16,876 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:16,885 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:16,886 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 20:03:16,886 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-10 20:03:20,046 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
DEBUG flower 2021-04-10 20:03:20,047 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:20,059 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:20,060 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:20,070 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:20,071 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 20:03:20,071 | numpy_client.py:260 | cached_clock: -1, curr_clock: 9
INFO flower 2021-04-10 20:03:22,849 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
DEBUG flower 2021-04-10 20:03:22,849 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:22,862 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:22,862 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:22,871 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:22,872 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 20:03:22,872 | numpy_client.py:260 | cached_clock: -1, curr_clock: 10
INFO flower 2021-04-10 20:03:25,771 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=10)
DEBUG flower 2021-04-10 20:03:25,771 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:25,784 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:25,784 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:25,793 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:25,793 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-10 20:03:25,793 | numpy_client.py:260 | cached_clock: -1, curr_clock: 11
INFO flower 2021-04-10 20:03:28,861 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=11)
DEBUG flower 2021-04-10 20:03:28,862 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:28,875 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:28,875 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:28,885 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:28,886 | numpy_client.py:172 | fit, FitIns(clock=12)
DEBUG flower 2021-04-10 20:03:28,886 | numpy_client.py:260 | cached_clock: -1, curr_clock: 12
INFO flower 2021-04-10 20:03:31,667 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=12)
DEBUG flower 2021-04-10 20:03:31,667 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:31,680 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:31,680 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:31,689 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:31,689 | numpy_client.py:172 | fit, FitIns(clock=13)
DEBUG flower 2021-04-10 20:03:31,689 | numpy_client.py:260 | cached_clock: -1, curr_clock: 13
INFO flower 2021-04-10 20:03:34,681 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=13)
DEBUG flower 2021-04-10 20:03:34,682 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:34,715 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:34,715 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:34,730 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:34,730 | numpy_client.py:172 | fit, FitIns(clock=14)
DEBUG flower 2021-04-10 20:03:34,730 | numpy_client.py:260 | cached_clock: -1, curr_clock: 14
INFO flower 2021-04-10 20:03:37,445 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=14)
DEBUG flower 2021-04-10 20:03:37,445 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:37,458 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:37,458 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:37,468 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:37,468 | numpy_client.py:172 | fit, FitIns(clock=15)
DEBUG flower 2021-04-10 20:03:37,468 | numpy_client.py:260 | cached_clock: -1, curr_clock: 15
INFO flower 2021-04-10 20:03:40,267 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=15)
DEBUG flower 2021-04-10 20:03:40,267 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:40,280 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:40,280 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:40,289 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:40,290 | numpy_client.py:172 | fit, FitIns(clock=16)
DEBUG flower 2021-04-10 20:03:40,290 | numpy_client.py:260 | cached_clock: -1, curr_clock: 16
INFO flower 2021-04-10 20:03:43,571 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=16)
DEBUG flower 2021-04-10 20:03:43,572 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:43,584 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:43,584 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:43,593 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:43,594 | numpy_client.py:172 | fit, FitIns(clock=17)
DEBUG flower 2021-04-10 20:03:43,594 | numpy_client.py:260 | cached_clock: -1, curr_clock: 17
INFO flower 2021-04-10 20:03:46,981 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=17)
DEBUG flower 2021-04-10 20:03:46,981 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:46,993 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:46,994 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:47,038 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:47,039 | numpy_client.py:172 | fit, FitIns(clock=18)
DEBUG flower 2021-04-10 20:03:47,039 | numpy_client.py:260 | cached_clock: -1, curr_clock: 18
INFO flower 2021-04-10 20:03:50,440 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=18)
DEBUG flower 2021-04-10 20:03:50,441 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:50,509 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:50,510 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:50,519 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:50,520 | numpy_client.py:172 | fit, FitIns(clock=19)
DEBUG flower 2021-04-10 20:03:50,520 | numpy_client.py:260 | cached_clock: -1, curr_clock: 19
INFO flower 2021-04-10 20:03:53,655 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=19)
DEBUG flower 2021-04-10 20:03:53,656 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:53,671 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:53,671 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:03:53,680 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:03:53,680 | numpy_client.py:172 | fit, FitIns(clock=20)
